id,appid,developer
6367,373880,R&G Software
6368,373920,Pixel Hero Games
6369,373930,Kite Games
6370,373970,Bacon Bandit Games
6371,373990,Digital Dreams
6372,374010,Zojoi
6373,374030,Variable State
6374,374040,Keen Games
6375,374050,Codex Worlds
6376,374060,GreyLight Entertainment
6377,374080,Spectrum Holobyte
6378,374120,Mint Arcade Ltd.
6379,374150,Jarrah Technology
6380,374170,fragOut Studio
6381,374240,Once More With Gusto
6382,374280,Absolut Soft LLC
6383,374320,"FromSoftware, Inc."
6384,374380,"Sep Reds, Ageod"
6385,374400,Binary Fortress Software
6386,374410,Kittehface Software
6387,374420,AltImage Games
6388,374450,Travian Games GmbH
6389,374460,Dark Duo Games
6390,374510,Sasha Darko
6391,374520,Blue Byte
6392,374620,Science: Gamed
6393,374630,Blazing Bit Games
6394,374640,Archive Entertainment
6395,374670,Reentry Games
6396,374680,Abyss Studios
6397,374690,RigIT
6398,374830,Kilted Camel
6399,374900,Artefacts Studios
6400,374940,HexWar Games
6401,374950,Fancy Fish Games
6402,374960,HexWar Games
6403,374970,Ghost Machine
6404,374990,Cooply Solutions
6405,375000,The Quadsphere
6406,375010,Sometimes You
6407,375020,Himalaya Studios
6408,375030,Zbigniew Ochman
6409,375040,Exato Game Studios
6410,375090,Ozzie Sneddon
6411,375120,DYA Games
6412,375130,Hosted Games
6413,375170,Rogue Rocket Games
6414,375180,"Diggidy.net, LLC"
6415,375190,VROOM
6416,375200,Winged Cloud
6417,375210,Particle Studios
6418,375220,practicing01
6419,375230,Behaviour Interactive Inc.
6420,375250,Onni Interactive
6421,375290,Sleepy Studios
6422,375310,WayForward
6423,375320,Greendev.
6424,375330,Xtase Studios
6425,375340,Warhead Entertainment
6426,375420,Spooky Star
6427,375430,"Jeffrey Nordin, Justin Nordin"
6428,375440,Transolar Games
6429,375450,"KOEI TECMO GAMES CO., LTD."
6430,375460,Forever Entertainment S. A.
6431,375480,Subworld
6432,375500,Steve Jarman
6433,375510,Mint Age Studios
6434,375520,TERNOX
6435,375530,Creoteam
6436,375550,RiftyGames
6437,375570,BotBite Industries
6438,375580,"Lewis Bergin, GorePixelGames"
6439,375600,Landfall
6440,375620,"JH12world, Jordan Benoit"
6441,375680,I Need Play
6442,375710,Jan Zizka
6443,375750,Sombr Studio
6444,375760,Carlos Vázquez Ordóñez
6445,375770,Woodsy Studio
6446,375790,Roppy Chop Studios
6447,375810,Anthony Rotondo
6448,375820,Tomorrow Corporation
6449,375840,"CINEMAX, s.r.o."
6450,375850,Stereo7 Games
6451,375870,APAS games
6452,375900,Nadeo
6453,375910,Blue Byte
6454,375930,Juri Schupilo
6455,375950,"Zoe Vartanian, Badru, Isa Hutchinson, Michael Bell"
6456,376110,Helsinki Noir
6457,376120,AOS GAME
6458,376130,DDD Wares
6459,376140,"Silverlode Interactive, Wasatch Games"
6460,376150,Markus Fick
6461,376160,EZDesigner
6462,376210,Afterthought LLC
6463,376240,Zarfhome Software
6464,376250,UnitedIndie
6465,376300,Arc System Works
6466,376310,Drago Entertainment
6467,376350,CPsoft
6468,376410,Nodbrim Interactive
6469,376450,Auroch Digital
6470,376480,Rail Slave Games
6471,376490,Holdbrand Ltd
6472,376520,Blyts
6473,376560,Igry.ru
6474,376570,Carbine Studios
6475,376680,Days of Wonder
6476,376730,D-Games
6477,376750,TNT Team
6478,376760,Humongous Entertainment
6479,376770,Humongous Entertainment
6480,376780,Zojoi
6481,376790,Zojoi
6482,376870,Telltale Games
6483,376880,Doomsday Games
6484,376920,Anarchy Enterprises
6485,376990,Individual Software
6486,377000,Individual Software
6487,377010,Individual Software
6488,377030,Individual Software
6489,377040,Individual Software
6490,377060,Creative Concepts
6491,377070,"Flashpoint Studios, Nightdive Studios"
6492,377080,"Mediatonic, The Irregular Corporation"
6493,377100,CrackerJack Games
6494,377120,Novaq Games
6495,377140,Red Abyss Software
6496,377150,Pixeltales.ru
6497,377160,Bethesda Game Studios
6498,377190,Wyrmling Productions
6499,377200,Yal
6500,377250,Studios iLLOGIKA
6501,377260,Extrokold Games
6502,377280,Matt Gadient
6503,377290,Bit Juggler
6504,377300,fragOut Studio
6505,377310,Wulo Games
6506,377320,Draconus Entertainment Ltd
6507,377330,Yai Gameworks
6508,377340,Chessbase
6509,377350,Chessbase
6510,377360,Bandit-1
6511,377430,Fervent
6512,377450,FIVE-BN GAMES
6513,377460,InterAction studios
6514,377470,Storm in a Teacup
6515,377480,Storm in a Teacup
6516,377500,Loomus Games
6517,377520,"Byzantine Games, The Lordz Games Studio"
6518,377530,Heluo Studio
6519,377550,Rodaja
6520,377570,Matthew Coyle
6521,377590,Holotech Studios
6522,377600,Marcelo Barbosa
6523,377660,Kieffer Bros.
6524,377670,AKABEiSOFT2
6525,377680,Winged Cloud
6526,377690,Razzart Visual
6527,377710,Frontwing
6528,377720,Frontwing
6529,377760,Smarter Games
6530,377840,Square Enix
6531,377860,"CAVE Interactive CO.,LTD."
6532,377870,Pyramid
6533,377880,Office 5656
6534,377890,Orator Games
6535,377900,Dreamsite Games
6536,377940,Aera Studios
6537,377970,"no CVT, BlackMuffin"
6538,377980,Cargiolli Luciano
6539,378030,Randomnine Ltd
6540,378070,Happion Labs
6541,378080,LifeSpark Entertainment
6542,378090,Butlerstyle Entertainment
6543,378100,Lightning Man Media
6544,378110,i273 LLC
6545,378240,Evallis Entertainment
6546,378260,Holgersson Entertainment
6547,378270,Kazakov Oleg
6548,378280,BrainDead Games
6549,378300,Gnarled Scar Manipulations
6550,378350,Alpha72 Games
6551,378360,Thibaud Michaud
6552,378370,Diminished Studios
6553,378390,Solo Instinct
6554,378410,Naturally Intelligent
6555,378420,FrameLineNetwork
6556,378450,Ground Up Games Pty Ltd ®
6557,378480,Wild Wolf Std
6558,378490,Synetic
6559,378510,Michael Swan
6560,378530,Aniode
6561,378540,Deck13
6562,378570,reiti.net
6563,378580,OCCA Studios
6564,378590,Inferno Studio
6565,378610,Blue Isle Studios
6566,378630,"Daring Touch, 10th Art Studio"
6567,378660,A Crowd of Monsters
6568,378700,Zoxide Games
6569,378720,MuHa Games
6570,378750,Studio Saizensen
6571,378770,Qute
6572,378790,DebonosuWorks Inc.
6573,378800,CyberphobX Ltd.
6574,378810,Anticto
6575,378830,RosePortal Games
6576,378850,Skinny Jean Death Studios
6577,378860,Slightly Mad Studios
6578,378930,Skyjaz Games
6579,379210,Unlok
6580,379260,rokaplay
6581,379290,"John Szymanski, Evan Szymanski, David Szymanski"
6582,379320,"Cole Neumann, Albin Bernhardsson"
6583,379340,Urbanscan
6584,379380,Urbanscan
6585,379390,Atomic Planet
6586,379420,"Dmytry Lavrov, Alexey Lavrov"
6587,379430,Warhorse Studios
6588,379520,TRIANGLE SERVICE
6589,379530,Golden Gear Games
6590,379600,InImages
6591,379610,Mexond
6592,379640,winterworks GmbH
6593,379660,Cakewalk
6594,379720,id Software
6595,379760,Faris Mohammed
6596,379870,"Apocoplay LLC, Ludeme Games, Coreedge Inc"
6597,379960,Zoo Corporation
6598,379980,DEVGRU-P
6599,379990,Game Studio 78
6600,380000,Frogames
6601,380020,Cats Who Play
6602,380080,Cakewalk
6603,380100,Classplash
6604,380120,Duckvalley Productions
6605,380140,"Sebastian Krzyszkowiak, Konrad Burandt, Paweł Radej"
6606,380150,THE BROTHERHOOD
6607,380210,Solanimus Inc.
6608,380220,Stress Level Zero
6609,380360,Scary Bee LLC
6610,380540,SFS Studios
6611,380550,Stephen Crabb
6612,380560,KarjaSoft
6613,380570,Droog71
6614,380580,"Henrique Pegacha, Rafael Lima, Nuno Guerreiro"
6615,380600,Fishing Planet LLC
6616,380660,Gritfish
6617,380670,Phaser Lock Interactive
6618,380690,Dark-Spot Studio
6619,380700,Nicholas Mallory
6620,380750,Anima Project
6621,380790,HCPgames
6622,380810,Wispfire
6623,380840,Teeworlds Team
6624,380860,Owlbear
6625,380920,Donley Time Foundation
6626,380950,Dysotek
6627,380990,Crian Soft
6628,381000,TopArcadeApps
6629,381010,Cylight Studios
6630,381020,Fractal Phase
6631,381050,zemaGamez
6632,381090,Proteus Pixel
6633,381100,Dogenzaka Lab
6634,381120,Strange Fire
6635,381130,WnMStudio
6636,381140,Panda Indie Studio
6637,381170,Elev8 Games
6638,381180,Huckleberry Games S.A.
6639,381210,Behaviour Digital Inc.
6640,381220,Batholith Entertainment
6641,381250,Risen Games
6642,381260,Schell Games
6643,381290,"S.F. Bay Studios, Inc."
6644,381310,"Justin Moravetz, Jake Kaufman"
6645,381320,Philip Bak
6646,381340,Gritfish
6647,381550,"Big Red Button Entertainment, Inc"
6648,381560,momoStorm Entertainment
6649,381590,ASBO Interactive
6650,381610,"wefiends, Inc."
6651,381640,IT Territory
6652,381750,devotid
6653,381780,"inkle Ltd, Cape Guy Ltd"
6654,381800,Reventador Games
6655,381850,TML-Studios
6656,381870,Doomster Entertainment
6657,381880,Yonder
6658,381890,Bryan Gale
6659,381900,Pixel Lantern
6660,381910,Confused Genius
6661,381940,ILMxLAB
6662,381990,Gravity Interactive
6663,382000,"Mindshow, Inc."
6664,382050,Flying Helmet Games
6665,382070,"David Lawrence, Nico Thomas"
6666,382080,Devdan Games
6667,382090,K Monkey
6668,382110,Guy Godin
6669,382120,InSayn
6670,382130,Magnetic Realms
6671,382140,Mandragora
6672,382160,RSK Entertainment
6673,382180,New State
6674,382250,Bulkhead Studios Corporation
6675,382260,Linus Fredriksson
6676,382270,SRF Games
6677,382300,"Deceptive Games, Gavin Powell"
6678,382310,Strange Loop Games
6679,382320,Animation Catalyst
6680,382330,Alex Thomas
6681,382350,KBJGames
6682,382360,"Starbreeze Studios, Grab Games, GamecoStudios, Big Red Button"
6683,382380,Joshua Missile
6684,382420,Raspina Studio
6685,382480,Proper Games
6686,382490,Rogue Snail
6687,382570,From Soy Sauce LLC
6688,382880,"Imagimotion, IV Productions"
6689,382890,Square Enix
6690,382900,Square Enix
6691,382920,Somi
6692,383010,Ernő Király
6693,383020,Ludvig Larsson
6694,383070,"Bit Planet Games, LLC"
6695,383080,Winged Cloud
6696,383100,"Gremlin Interactive, Interplay Entertainment"
6697,383120,Eleon Game Studios
6698,383150,Techland
6699,383180,Techland
6700,383190,Ludomotion
6701,383230,"Lamina Studios, Mike Studios"
6702,383240,Rising Sun Interactive
6703,383270,Fiddlesticks Games
6704,383330,Alister Software
6705,383460,aiueoKompany
6706,383520,John Wizard
6707,383530,Displace Media
6708,383540,Another Yeti
6709,383560,Oryon Entertainment
6710,383580,S.C. 16 BIT NIGHTS S.R.L.
6711,383590,BattleByte
6712,383620,Flight Systems LLC
6713,383630,SEEP
6714,383670,"SmiteWorks USA, LLC"
6715,383690,studiocime
6716,383700,Zoo Corporation
6717,383710,Zoo Corporation
6718,383720,Epic Devs LLC
6719,383730,KADOKAWA
6720,383750,A Crowd of Monsters
6721,383780,"Nathan Archer, Luke Brown, Dan Kramer"
6722,383790,Blazing Griffin
6723,383800,Raconteur Games
6724,383810,Arc-gen
6725,383840,Stray Fawn Studio
6726,383870,Campo Santo
6727,383930,Saibot Studios
6728,383950,Alder Games
6729,383960,Denneko Yuugi
6730,383980,Dan Fornace
6731,384000,Triangle Studios
6732,384010,Whootgames
6733,384030,AHA Entertainment
6734,384040,Mandlebar
6735,384080,astragon Entertainment
6736,384090,8D Studio
6737,384100,"Team ERROR, Tiny Colossus"
6738,384110,"Ice-Pick Lodge, General Arcade"
6739,384120,Obscure Cloud
6740,384150,Black Shell Games
6741,384180,Pipeworks Studio
6742,384190,Giant Squid
6743,384200,MakinGames Ltd
6744,384210,Gamesare
6745,384230,"All-Star Apps, LLC"
6746,384250,Alex Rose
6747,384280,Iced Lizard Games
6748,384300,"StartupTim, LLC, Tim Sullivan"
6749,384310,CCCP
6750,384320,Eko Software
6751,384330,BinaryDream
6752,384360,"Edmund McMillen, James Id"
6753,384480,Cybernetik Design
6754,384490,Harebrained Schemes
6755,384500,Peach Pie Productions
6756,384550,Lucas Molina
6757,384570,Funatics Software
6758,384590,Brushfire Games
6759,384630,Sketchy Logic
6760,384660,Meteor Shock
6761,384680,Mango Protocol
6762,384690,Studio Saizensen
6763,384700,Studio Saizensen
6764,384740,Ionized Games
6765,384750,"Sólfar Studios, RVX"
6766,384840,Niels Bauer Games
6767,384880,Can of Soda Games
6768,384890,i273 LLC
6769,384900,Four Lights
6770,384910,WRF Studios
6771,384920,"Robert Bonner, Jack Hanley, Ben Rawles, Boris Blosse"
6772,384930,RadLabGaming
6773,384940,Cunning Force Games
6774,384950,Cornbread Juice Games
6775,384960,314 Arts
6776,384970,Filmtyme
6777,384980,YFC games
6778,384990,Marc Ellis
6779,385020,none
6780,385030,Paul Harrington
6781,385060,Sonic Sloth
6782,385070,Astronomic Games
6783,385080,Tall Story Studios
6784,385100,Sørb
6785,385130,DarkTigerDevelop
6786,385150,"DQ Team, Hidden Hallow Studio"
6787,385190,"White Guardian Studios, LLC"
6788,385220,yayapipi
6789,385230,Blaze Epic
6790,385240,Triverske
6791,385250,Casual Labs
6792,385260,Tuomo Laine
6793,385270,Real Dynamics
6794,385310,Eddy Games
6795,385330,"Jurlo, JetPackGone"
6796,385350,Daniel Kim
6797,385360,Retro Army Limited
6798,385370,Robert Yang
6799,385380,Permadeath
6800,385390,Gunnar Games
6801,385400,JDM4iK
6802,385410,"Tomas Gonzalez, Martin Pilaszek"
6803,385440,"Buff Studio Co.,Ltd."
6804,385490,Ivanovich Games
6805,385530,Aratog LLC
6806,385560,ChAIR Entertainment
6807,385580,Candlelight Studios
6808,385590,EyeSpyda Games
6809,385600,Teyon
6810,385630,Lorenzo Kirkpatrick
6811,385690,Adam Tarnowski
6812,385700,Appsolutely Studios
6813,385710,ZackBellGames
6814,385730,"Visual Concepts, Yuke's Co., LTD"
6815,385760,Visual Concepts
6816,385770,Proton Studio Inc
6817,385800,NEKO WORKs
6818,385810,XTeam Software Solutions srls
6819,385830,storm_sharks
6820,385840,"Oh, a Rock! Studios"
6821,385850,Moment Games
6822,385860,Eclipse Games
6823,385890,Forbes Consult Ltd
6824,385900,Overcloud9
6825,385940,HexWar Games
6826,385950,Criss Cross Games
6827,385960,Electric Rune
6828,385980,Ragiva Games e.K.
6829,386010,Spry Fox LLC
6830,386050,Puzzle Lab
6831,386070,Planetary Annihilation Inc
6832,386080,Milkstone Studios
6833,386090,Tchagata Games
6834,386100,QuantumSquid Interactive
6835,386110,Flatline games
6836,386140,Elushis
6837,386160,Homph
6838,386180,Targem Games
6839,386200,Craig Daversa
6840,386260,Satur Entertainment
6841,386280,Reality Pump Studios
6842,386290,Lucky You Studio
6843,386320,Maxim Moore
6844,386330,HJO Creations
6845,386340,AKGames
6846,386350,The Secret Games Company
6847,386360,Titan Forge Games
6848,386390,Stellar Jay Studios
6849,386400,"Grip Games, 3Division"
6850,386420,Herrero Games
6851,386430,gadz gamz
6852,386460,GG-Works
6853,386480,WeShare Game Studio
6854,386490,Kodots Games
6855,386510,Travian Games GmbH
6856,386520,Choice of Games
6857,386540,GameArt Studio GmbH
6858,386550,MAGIX Software GmbH
6859,386560,Ballistic Frogs
6860,386590,McMagic Productions s.r.o.
6861,386600,Wacha
6862,386620,Vertigo Gaming Inc.
6863,386630,Jardel Elias
6864,386640,Light Vision Interactive
6865,386650,Glow Games Studio
6866,386690,"Northway Games, Radial Games Corp"
6867,386700,Vertigo Gaming Inc.
6868,386710,Nicholas Hydock
6869,386740,Sirlin Games
6870,386750,Simon Prefontaine
6871,386770,"Moss Co., Ltd."
6872,386840,Origin8 Technologies Ltd
6873,386870,Serious Games Interactive
6874,386880,Konsordo
6875,386900,Cranktrain
6876,386930,Blackthorn Media Inc
6877,386940,Clever Endeavour Games
6878,386960,IDHAS Studios
6879,386970,Liz-Arts
6880,386990,ebi-hime
6881,387010,Kingdom Games
6882,387060,Chronicle Bench
6883,387070,Dark Day Interactive
6884,387090,Dragom
6885,387100,ScalemaiL
6886,387110,NickySwan
6887,387130,Maya Gameworks
6888,387240,"PolarityFlow, Adrian Zingg"
6889,387270,Philippe Forgeur
6890,387280,Radiangames
6891,387290,Moon Studios GmbH
6892,387340,"Idea Factory, Compile Heart, Tamsoft"
6893,387370,Chondrite Games
6894,387400,BRINK 3D
6895,387430,Goatee Games
6896,387450,TernGame
6897,387770,Individual Software
6898,387780,Individual Software
6899,387820,"Walker Boys Studio, Inc."
6900,387840,LightsoutGames
6901,387850,Big Fat Simulations Inc.
6902,387860,the whale husband
6903,387870,BTNcafe
6904,387880,Blaze Epic
6905,387890,Devin Sherry
6906,387930,Kazakov Oleg
6907,387970,"gord10, Aslan Game Studio"
6908,387990,Axolot Games
6909,388010,Fingertip Games UK
6910,388050,Cleverweek
6911,388060,Team17 Digital Ltd
6912,388080,"AndrewMD5, Codeusa"
6913,388090,Scott Cawthon
6914,388120,"Separate Game Development, Dagestan Technology"
6915,388140,Fury Software
6916,388160,Cemil Tasdemir
6917,388210,Double Fine Productions
6918,388260,Tipping Goat LLC
6919,388270,"Sports Mogul, Inc."
6920,388280,Chris Hopkin
6921,388300,Evergreen
6922,388320,"iNK Stories, N-Fusion Interactive"
6923,388340,Day Dreamer Games
6924,388360,Pezomi
6925,388370,Dragon Foundry
6926,388390,WTFOMGames
6927,388410,"Gunfire Games, Vigil Games, THQ Nordic"
6928,388420,Gentlymad
6929,388430,Render System
6930,388440,The Light Sword Team
6931,388450,Grey Alien Games
6932,388490,CoaguCo Industries
6933,388500,"Polyquest Games, ZXDigital Ltd"
6934,388540,Wetgenes
6935,388550,Black Sheep Games
6936,388600,ByteRockers' Games
6937,388620,Clewcat Games
6938,388660,JDRumble
6939,388680,Dust Scratch Games
6940,388720,Reminisce
6941,388730,girl software
6942,388750,Arc System Works
6943,388800,"INTI CREATES CO., LTD."
6944,388830,IOZO GAMES
6945,388840,Catstudio
6946,388880,Night School Studio
6947,388900,One Wheel Studio
6948,388910,MindWalker Games
6949,388960,Twistplay
6950,388970,Daniel Spruce
6951,388980,Brendon Pywell
6952,389010,Unnamed Fiasco Team
6953,389040,NeuronHaze
6954,389050,Cardboard Robot Games
6955,389120,Wolff Dobson
6956,389140,Aquiris Game Studio
6957,389160,Boogygames Studios
6958,389170,"Dumativa Creative Studio, Castro Brothers"
6959,389190,"Psychic Games Ltd., Goblin Portal"
6960,389220,Alientrap
6961,389230,Thirsten Studios
6962,389250,1C Company
6963,389260,"Nico Uthe, Sara Lisa Vogl, Julian Heinken, VR Nerds"
6964,389270,Igor Krutov
6965,389310,Sneaky Mammoth
6966,389330,"Raylight srl, Visual Impact"
6967,389400,Rainbow Games
6968,389430,"Noah System, Mgame"
6969,389460,yfyx games
6970,389470,Infogrames
6971,389510,Paul Bird
6972,389530,HellconX© Studio's
6973,389570,Freakinware Studios
6974,389650,Dreamloop Games
6975,389670,R8 Games Ltd
6976,389680,United Independent Entertainment GmbH
6977,389690,United Independent Entertainment GmbH
6978,389700,GDNomad
6979,389730,BANDAI NAMCO Studios Inc.
6980,389740,West Coast Software
6981,389800,AlterVerse Inc.
6982,389810,Omega Point Games
6983,389840,Pocket Queries
6984,389850,Tin Man Games
6985,389870,Idea Factory
6986,389900,"Infogrames Entertainment SA, Gremlin Interactive"
6987,389940,Big Dorks Entertainment
6988,389970,A Crowd of Monsters
6989,389980,Pluto VR
6990,390030,The Foregone Syndicate
6991,390040,Fire Face Corporation
6992,390090,WEBZEN ONNET
6993,390100,JoongWon Games
6994,390200,Brave Giant LTD
6995,390210,Rainy Night Creations
6996,390220,Anvil-Soft
6997,390290,Bulbware
6998,390310,"Marvelous, Inc."
6999,390330,The Good Mood Creators
7000,390340,CAPCOM
7001,390460,ILLUSIONETWORK
7002,390500,Bohemia Interactive
7003,390510,Icehole Games
7004,390520,Outerminds Inc.
7005,390540,"High Fidelity, Inc"
7006,390560,Sirlin Games
7007,390570,Cleverweek
7008,390610,Kenny Sun
7009,390620,Rejected Games
7010,390660,Daniel Mercier
7011,390670,ICE Entertainment
7012,390680,Rotten Mage
7013,390710,Orange_Juice
7014,390720,Anarteam
7015,390730,Orange_Juice
7016,390870,Triverske
7017,390880,SimProse Studios
7018,390890,DanielDavisGames
7019,390910,2dengine
7020,390920,"Gergely Zsolnay, Richard Markos"
7021,390930,Blazing Badger
7022,390940,"New Bridge Games, Alawar Entertainment"
7023,390970,"Footmade, Dagestan Technology"
7024,391000,Alawar Entertainment
7025,391030,Burut CT
7026,391040,"Codemasters, Feral Interactive (Mac)"
7027,391050,Nurgo Software
