id,appid,developer
24797,878290,Screaming Villains
24798,878300,TYSoft
24799,878320,Kaigan Games OÜ
24800,878330,Alpha unit
24801,878340,GukLabs
24802,878350,WOMBO COMBO GAMES INC.
24803,878380,MyACG Studio
24804,878400,Real Fighting
24805,878410,Real Fighting
24806,878420,Meteorbyte Studios
24807,878440,Pixel Sunset Studio
24808,878470,"Tero Lunkka, Valkeala Software"
24809,878500,Anamik Majumdar
24810,878510,Lyubomir Vasilev
24811,878520,GameHouse
24812,878540,Bleeding Edge
24813,878570,Bullid Games
24814,878580,Zombie Dynamics
24815,878610,ChillFun
24816,878620,"Virtual Dor, Universidad de Almería"
24817,878640,Paleno Games
24818,878660,Flanker43
24819,878680,Elibo Games
24820,878710,Wolverine Studios
24821,878750,GirlGame
24822,878780,"Nikita ""Ghost_RUS"""
24823,878810,The Burning Red
24824,878820,ImperiumGame
24825,878890,Individual Software
24826,878910,"Lumatap, LLC"
24827,878950,Deothic
24828,878970,Daniel J. Moth (EMJADA)
24829,878980,FYRE Games
24830,879030,Brighter3D Software Development Ltd.
24831,879060,"Ducat, Zimogor"
24832,879090,Brewsterland Studios
24833,879100,"TOM CREATE CO.,LTD."
24834,879110,iwangr
24835,879120,dev4play
24836,879160,Stunlock Studios
24837,879210,Starodymov
24838,879220,Starodymov
24839,879250,Online OciGrup SL
24840,879270,Jesper Skjærbæk
24841,879280,GrowFall Studios
24842,879290,WyvernWare
24843,879310,Purple Tree
24844,879320,Falco Software
24845,879410,Polychroma Games
24846,879430,Koruka
24847,879450,Igor Krutov's games
24848,879470,SaFiKiK
24849,879480,Essential Games
24850,879510,Flat Chest Dev
24851,879520,TheWzzard
24852,879530,JHC Media
24853,879600,Brian Guidarini
24854,879610,GirlMod
24855,879620,NORSKA
24856,879650,XGen Studios
24857,879660,Dynamoid
24858,879670,KicklessGame
24859,879740,Your Daily Fill
24860,879850,Heekdevelopment
24861,879920,GalactaVision
24862,880130,Corrosive Studios LLC
24863,880180,AhmetBehram
24864,880200,Magicvalley Studio
24865,880270,"International GeoGebra Institute, IGI"
24866,880310,Music Paradise
24867,880320,WaterMagus
24868,880340,Marco Noordergraaf
24869,880370,CSM
24870,880380,Out of the Park Developments
24871,880400,BLESTWORKS
24872,880470,Umix Studios
24873,880490,Bawu Team
24874,880510,Inverse Game
24875,880550,CSM
24876,880560,BGIXED
24877,880570,CSM
24878,880590,PotatoIndustries
24879,880600,Petrodiy-Games
24880,880610,JY Games
24881,880620,许志修
24882,880720,MentaLoop Games
24883,880750,Atomic Kaiser
24884,880770,ThatGuyGilby
24885,880780,"Nikita ""Ghost_RUS"""
24886,880830,Stylus Software
24887,880840,War game studio
24888,880850,Dream Execution
24889,880860,Two Taters
24890,880890,Allyi Games
24891,880940,Rebuilt Games
24892,880950,Lose
24893,880990,Fury Games Production
24894,881050,"Sammy Networks Co., Ltd."
24895,881060,Bad Logic Studios
24896,881080,Beyond Games
24897,881110,Soiree Games
24898,881130,LoneDev
24899,881150,Megaton
24900,881170,OnBlind
24901,881190,JMJ Interactive
24902,881230,Neobite Games
24903,881250,SharkGame
24904,881260,VectorGoat Games
24905,881300,Team Nomad
24906,881320,"TT Games, Feral interactive (Mac)"
24907,881390,KeswickVR
24908,881490,Ninja Kiwi
24909,881500,Mutant Entertainment Studios
24910,881510,Taylor Marsh
24911,881520,Zebec Games
24912,881560,Cafe Shiba
24913,881610,Ripknot Systems
24914,881620,TYB Publishing
24915,881680,DanD
24916,881690,Laina Interactive
24917,881730,Fury Games Production
24918,881750,Boomfire Games
24919,881820,BoomTownGames
24920,881880,"Oktay ŞAHİN, Mustafa Anıl ÖZ, İsmet Mert AVCI"
24921,881910,None
24922,881920,DeepWorks Studios
24923,881930,Business Tycoon
24924,881970,Elbrus
24925,881980,GreatherGames
24926,882020,Milestone S.r.l.
24927,882030,EPRO ENTERTAINMENT LTD
24928,882040,Benjy Bates
24929,882070,PlatSTUDIO
24930,882080,Space Maker Studio
24931,882110,Google Inc.
24932,882140,Wilhelmsen Studios
24933,882200,Useless Machines
24934,882210,"Christopher Anselmo, Sebastian Nigro"
24935,882220,Giant Evil Robot
24936,882230,Andy Zelonis
24937,882260,wirYe Games
24938,882280,"Tinkr, Inc."
24939,882290,qberty
24940,882310,Mirain Mainklain
24941,882330,Educational Games
24942,882360,Rakarnov Studios
24943,882370,Firehawk Studios
24944,882390,Erik 'The' Bell
24945,882410,Leslaw Sliwko
24946,882460,Softwaves
24947,882520,Red Dolphin Games
24948,882530,Red Dolphin Games
24949,882560,SVGames
24950,882600,Chess Parallel Esports Team
24951,882620,"Jumbl Games, SnagBox Studio"
24952,882630,Leviathan
24953,882640,N-Tri Studio
24954,882670,Inu to Neko
24955,882700,Cameron Ray
24956,882710,東方幕華祭制作组
24957,882750,DV
24958,882790,甲山林娛樂股份有限公司
24959,882900,"TALESSHOP Co., Ltd."
24960,882910,"Naviworks Co.,Ltd."
24961,882940,萌约制作组
24962,882960,Fan Shi
24963,882990,Factory 64 Games
24964,883000,VDimension
24965,883010,Sacred Walrus
24966,883020,Games From The Deep
24967,883070,DYA Games
24968,883100,Tasty Delicious Games
24969,883130,New Star Games Ltd.
24970,883140,MAGIX Software GmbH
24971,883170,Bright Phoenix Studio
24972,883190,Uberbax Gaming
24973,883220,Moshe Linke
24974,883270,Muggle
24975,883280,Kluster Games
24976,883290,Blueprint Reality
24977,883300,Ugliest Horse Studio
24978,883330,ZIGGSTER GAMES
24979,883370,Zatara Software Ltd
24980,883390,morojenoe's empire
24981,883560,Gembasher Studio
24982,883620,Dont Play These Games - Games
24983,883630,Education These Days Ltd
24984,883670,Revmatek
24985,883710,"CAPCOM Co., Ltd."
24986,883780,codeGamepad
24987,883790,unew
24988,883810,Games by Bill B.
24989,883830,Pierrec
24990,883860,Orange Cat Studio
24991,883870,"晴, 3acg"
24992,883900,Mauri Republic
24993,883930,Munchkin's Lair
24994,883960,AbstractGameStudio
24995,883970,upjers
24996,884050,BVRgame
24997,884080,Roadside Studio
24998,884090,ChimpLabs
24999,884160,Guillaume Thiolliere
25000,884200,OfficialAndy
25001,884210,Red Dolphin Games
25002,884230,Virtual Top
25003,884250,Red Dolphin Games
25004,884260,Ludic Studios
25005,884270,Boogygames Studios
25006,884290,DRP
25007,884350,"64k, BARCHboi"
25008,884370,Specular Theory
25009,884390,Ripknot Systems
25010,884400,Hosted Games
25011,884410,Hosted Games
25012,884420,Hosted Games
25013,884430,Hosted Games
25014,884440,Ripknot Systems
25015,884460,The Soap Collective
25016,884470,Trevor Madge
25017,884500,Fury Games Production
25018,884530,Fury Games Production
25019,884550,"Visualistic Studios, LLC."
25020,884590,Fury Games Production
25021,884640,Zolden Games
25022,884660,Darkflow Software
25023,884770,For Kids
25024,884800,vadimalexepta
25025,884830,Sports Interactive
25026,884880,Ennui Studio
25027,884900,Albireo Games
25028,884930,Firehawk Studios
25029,884960,BrainGoodGames
25030,884990,blackHound Studios GbR
25031,885000,Retrowave VR
25032,885030,TingThing
25033,885090,Dreambakers
25034,885100,Dreambakers
25035,885110,Gamenesis
25036,885120,Choice of Games
25037,885140,章鱼罐头制作组
25038,885150,"CAPCOM Co., Ltd."
25039,885170,Night Dreams Studio
25040,885180,Night Dreams Studio
25041,885190,Playtouch
25042,885220,Petcom ltd.
25043,885240,For Kids
25044,885290,RAINGRAPH
25045,885310,peter8031983
25046,885320,Thor Gaming
25047,885380,Marginal act
25048,885390,Unreal Gaming
25049,885440,Jeremy
25050,885470,University of Cambridge Engineering Department
25051,885480,Firesplash Entertainment
25052,885570,TeamNova
25053,885590,David AE
25054,885600,Naarassusi Game
25055,885630,CasGames
25056,885640,ebi-hime
25057,885650,Studio Élan
25058,885690,Suspicious Box
25059,885730,Maddnuss Games
25060,885780,Turnspender
25061,885790,CapPlay
25062,885810,Fummy
25063,885890,Kc games
25064,885950,Chesstar studios
25065,886010,Anamik Majumdar
25066,886020,TheElvenTale Games
25067,886040,RewindApp
25068,886070,Suricate Software
25069,886110,Ruskija game experience
25070,886120,Bootsmann Games
25071,886180,Choice of Games
25072,886200,12B3
25073,886230,"Gamesare, Holistic Design"
25074,886250,Lucky VR Inc.
25075,886270,Yeli Orog
25076,886290,Beyond Games
25077,886300,Ty Victorson
25078,886310,Softwaves
25079,886330,"Jun Zhao, 赵骏"
25080,886350,No Moss Studios
25081,886360,Gunnar Games
25082,886370,Insane Dreamers
25083,886380,Miracle Tea
25084,886390,iQuantile
25085,886420,nextjen
25086,886450,Grove Street Games
25087,886460,DecadeDecaf
25088,886470,PepoLab
25089,886490,sakastudio
25090,886520,DHH Game
25091,886580,DRUNKEN APES
25092,886590,Hentai.US
25093,886600,Voronoi Games
25094,886610,Studio HK
25095,886630,"Cool and Normal Entertainment, Cool and Normal Entertainment"
25096,886670,Cyclone Studios
25097,886730,dramatic create
25098,886780,Fury Games Production
25099,886820,"KOEI TECMO GAMES CO., LTD."
25100,886830,Fury Games Production
25101,886900,Inner Void
25102,886950,MediaTale
25103,886960,Game2Gather
25104,886970,VladCastillo
25105,887040,Daniel Wiseman
25106,887060,OSome Studio
25107,887160,殇葵(K.)
25108,887170,Atomic Drop Games
25109,887240,MAGIX Software GmbH
25110,887280,Agustin Eisman Moreno
25111,887300,Jaime Paz Lopes
25112,887340,Agelvik
25113,887370,Sixth Vowel
25114,887400,Pie On A Plate Productions
25115,887440,FireSine LLC
25116,887510,Jason Aldred
25117,887520,Halfbolt Studios
25118,887530,Acerola
25119,887550,Grade 9 Games
25120,887590,John McElhaney
25121,887630,Fury Games Production
25122,887660,Tomas Novak
25123,887710,CasGames
25124,887730,Madowl Games
25125,887740,上海信虎文化传播有限公司
25126,887750,KZ42
25127,887800,Lab42
25128,887820,TomatoFantasyGames
25129,887850,Snkl Studio
25130,887870,LoadUpGames.com
25131,887880,Flat Voxel
25132,887890,Cubic Bit
25133,887900,Curious Visions
25134,887930,ERS G Studios
25135,887950,Eipix Entertainment
25136,887960,Eipix Entertainment
25137,887970,Roman Shuvalov
25138,888010,Gualicho Games
25139,888030,GuraShop
25140,888040,Zono
25141,888070,socah development
25142,888090,The Strangers
25143,888150,SypherZent
25144,888220,"Silverware Games, Inc."
25145,888250,GamePowerEs
25146,888260,Bmc Studio
25147,888310,GuruWorks
25148,888370,Music Breath
25149,888380,Game Cooks
25150,888400,NK CREATIV TEAM
25151,888480,R.P.
25152,888540,Red Oak Studio
25153,888560,Velaris Studio
25154,888570,Satur Entertainment
25155,888610,Viny Game Studio
25156,888620,Robbin Leung
25157,888630,Lunar Great Wall Studios
25158,888640,Gunval Team
25159,888670,Stellar Oasis
25160,888690,Easy game
25161,888710,Wholetone Games
25162,888740,BeconGamesCorp
25163,888750,Veritenze LLC
25164,888760,Marco Ayala Games
25165,888790,Yuzusoft
25166,888800,mkaatr
25167,888810,Jānis Circenis
25168,888900,Project_lelz
25169,888910,Jay-Cast Studios
25170,888970,Beyond Games
25171,888990,Enigmatic Network
25172,889030,Studio Crown Crest
25173,889040,Flyleap Studios
25174,889060,Jordan Rott
25175,889080,BaileyHausdorff Systems
25176,889100,Marudice
25177,889150,Ignite VR
25178,889170,Skeptika1
25179,889210,Triority
25180,889220,ImproVive
25181,889240,Clickbait Studios
25182,889260,Studio Gauntlet
25183,889290,Maximus Ludos Studios
25184,889320,Aventy's team
25185,889400,Potion Games
25186,889450,Ghost Lord Games
25187,889460,MGstudio
25188,889470,Another world
25189,889480,Tender Claws
25190,889510,Tamsoft
25191,889520,Clecota Games
25192,889530,"TiredOfCoding, PerfectHumanInterface"
25193,889600,"FURYU Corporation, Engine Software BV"
25194,889680,橘喵喵
25195,889720,Armoured Beans
25196,889730,DYNAMICNEXT
25197,889740,Eric Baskin
25198,889760,yang1zhi
25199,889770,UnholY CreatioN
25200,889790,Stephen Crabb
25201,889850,Tero Lunkka
25202,889970,Bip Media
25203,889990,SC.Wu
25204,890070,藍茶高校 Blue Tea College
25205,890110,Golden Epoch Media
25206,890130,Aslan Game Studio
25207,890180,Hentai.US
25208,890210,Yash Future Tech Solutions Pvt Ltd
25209,890220,Yash Future Tech Solutions Pvt Ltd
25210,890280,"Denis Martin, Simon Says: Play!"
25211,890300,"Simon Says: Play!, Yazorius"
25212,890310,Team Guazú
25213,890340,Pixel Purrfection
25214,890400,"KOEI TECMO GAMES CO., LTD."
25215,890470,The Black Jester
25216,890500,Xand arts
25217,890570,Emir Cerimovic
25218,890590,Niko Kivilahti
25219,890630,ProudMom Games
25220,890640,Boltok Games
25221,890680,Beyond Games
25222,890710,Hentai.US
25223,890740,Not Chicken Games
25224,890750,Kyuppin
25225,890780,Primitive Studio
25226,890800,FG
25227,890820,ObjectOnIT
25228,890880,Alex Olinkiewicz
25229,890900,Micro Revolution LLC
25230,890910,Bon
25231,890920,Ekrcoaster
25232,890930,2cute
25233,890940,Rouhana
25234,890970,"Breaking Dimensions, Polygon Dust Entertainment Ltd."
25235,891050,Zirasoft
25236,891090,"KIZILARSLAN, GOKSU"
25237,891100,SAFING
25238,891110,David Seifers
25239,891120,GooDGooN
25240,891130,CryptMade
25241,891150,Indie Light
25242,891180,KADOKAWA CORPORATION
25243,891190,KADOKAWA CORPORATION
25244,891200,KADOKAWA CORPORATION
25245,891220,SoundAndFuryGames
25246,891270,Wolverine Studios
25247,891310,Volokitin Andrey
25248,891320,Classic Arts GmbH
25249,891330,Binary Giants
25250,891340,Deathbed Ltd
25251,891350,VergeXGamer
25252,891380,JoHo
25253,891420,MindRend Technologies
25254,891430,Lifelike Studios
25255,891470,Softwaves Mini
25256,891510,Canvas+Garden
25257,891570,Sly
25258,891580,Sly
25259,891590,Sly
25260,891600,Sly
25261,891610,Sly
25262,891620,Sly
25263,891640,Sly
25264,891650,Sly
25265,891670,Sly
25266,891700,Creobit
25267,891710,Creobit
25268,891720,Creobit
25269,891790,Protoculture Games
25270,891850,Master Plan Multimedia LLC
25271,891860,DigiMight
25272,891870,King Key Games
25273,891890,DRUNKEN APES
25274,891920,Life Jumb DT
25275,891950,Jumb-O-Fun Games Inc
25276,891960,Space Telescope Science Institute
25277,892020,"Nikita ""Ghost_RUS"""
25278,892030,CyberLink
25279,892040,CyberLink
25280,892050,CyberLink
25281,892130,"Nikita ""Ghost_RUS"""
25282,892170,ShapeSim
25283,892180,Dustyroom
25284,892210,"IGGYMOB Co.,Ltd"
25285,892380,Black Diskette
25286,892420,托更的修罗
25287,892440,"Offworld Games, LLC"
25288,892470,Patchwork Games
25289,892490,Jether
25290,892510,Owl Tribe Entertainment
25291,892550,Crisp App Studio
25292,892560,Another Circus
25293,892630,L. Stotch
25294,892640,ZaxtorGameS
25295,892650,Kizami Fans Club
25296,892690,Curio Productions
25297,892760,Hasoyua
25298,892780,Modus Interactive Games
25299,892830,Neotro Inc.
25300,892880,Blender Games
25301,892900,"Guangzhou little lamb Animation Technology Co., Ltd."
25302,892910,Star Studios
25303,892930,Life Zero
25304,892960,Gamegrustudio
25305,893010,Circle Poison
25306,893020,Circle Poison
25307,893030,AbstractArt
25308,893040,Joystick Knights
25309,893050,Marmalade Game Studio Ltd
25310,893060,Pjural
25311,893070,Mata
25312,893090,The Third Floor London Ltd
25313,893120,Playrock Studios
25314,893140,Bullid Games
25315,893150,Fury Strike Team
25316,893170,NK CREATIV TEAM
25317,893180,ATLUS
25318,893330,RewindApp
25319,893350,Andy Imm
25320,893390,"Archetype Interactive, Andrew and Christopher Kirmse"
25321,893450,J&J Game Dev's
25322,893460,Dieselmine
25323,893470,Red Accent Studios
25324,893480,MME
25325,893490,"Team A.R.G., Blake W. Ford"
25326,893510,Night Dreams Studio
25327,893520,Titan Studio
25328,893560,"Alexey Bokulev, Sergei Klimov, Charlie Oscar Lima Tango Interactive Entertainment"
25329,893570,gametornado
25330,893590,UA Games
25331,893610,Steve Gal
25332,893620,Jordan Allen
25333,893640,"Jonathan Robson, Matthew Hayter"
25334,893650,VRLab Academy
25335,893680,Buckshot Software
25336,893690,PenguiNet
25337,893710,dragonGlitch Games LLC
25338,893730,For Kids
25339,893740,Educational Games
25340,893790,Curtis Campion
25341,893870,Forged Chaos LLC
25342,893940,Lance Littleton
25343,893960,Shahzeb A.
25344,894000,Tyler McDermott
25345,894010,ARGames
25346,894050,Tsurudeira
25347,894070,Laush Dmitriy Sergeevich
25348,894110,Mikhail Melnikov
25349,894120,Sean Walsh
25350,894160,Ryan Bissonnette
25351,894270,SIMAGINATION
25352,894310,Joshua Keith
25353,894330,Jonathan Moye
25354,894340,AAAGAMES
25355,894380,Gregg Brzozowski
25356,894390,Kevin Yang Games
25357,894420,Adventure Islands
25358,894450,Primitive Studio
25359,894460,Sierra Lee
25360,894540,Karosu-Maker
25361,894570,InArcade
25362,894630,Monticube
25363,894730,e-FunSoft Games
25364,894740,Cosmocat
25365,894750,Patryk Starzyński
25366,894790,Crenetic GmbH Studios
25367,894820,Tarkin Studios
25368,894830,DimleTeam
25369,894890,AquaBomber
25370,894900,Night Dreams Studio
25371,894920,Chainsaw Games
25372,894930,"宅羊, 龙二"
25373,895060,RewindApp
25374,895080,Michael Amzovski
25375,895120,D4 Laboratory
25376,895140,Meggic
25377,895150,Netdragon Websoft Inc
25378,895170,Aaron Angert
25379,895180,Konekroyd
25380,895210,SteinBock Games
25381,895220,"G+工程团, 橘子班"
25382,895330,Bullid Games
25383,895360,WhiteNutGames
25384,895370,OKSoft
25385,895380,Sochnoslivka
25386,895420,Cordelia Games
25387,895430,Valkyrie
25388,895470,Date/Time
25389,895550,Softwaves Mini
25390,895570,For Kids
25391,895580,Studio Thug Life
25392,895600,L. Stotch
25393,895610,Well Bred Rhino
25394,895650,Chota Games Studio
25395,895670,Super Bit Machine
25396,895710,ESTS SYSTEMS
25397,895750,theBroodProductions
25398,895820,Precatio
25399,895850,AECRNIA
25400,895860,"SouzaiSoftSugar, そうざいそふとSugar"
25401,895890,Shadow Factory
25402,895920,Never Knows Best制作组
25403,895930,Sylvestrina
25404,895940,Art of The Rush
25405,895960,Black Void Media
25406,895970,Vertigo Games
25407,895980,RoySlam
25408,895990,"3RISE, 橘子班"
25409,896030,"La’cryma, YAMAYURI GAMES"
25410,896040,"Gamma-Lambda Games, Wingjoy Games"
25411,896070,Team Lambda
25412,896110,e-FunSoft Games
25413,896160,Hamsters Gaming
25414,896170,CCYY
25415,896180,wraithgames
25416,896220,"Teamomega, Teamomega"
25417,896240,Owlgorithm
25418,896340,Freaky Creations
25419,896350,Brian Fitzgerald
25420,896370,DigitalArtefact
25421,896380,Pickle Drugs
25422,896400,Alien Jellyfish
25423,896420,Moon and Sea Studios
25424,896460,melessthanthree
25425,896500,Red Cattus
25426,896510,Mythical Alterno
25427,896550,Matthew Hare
25428,896570,AFBIK Studio
25429,896590,Dohi Sweden AB
25430,896650,Auraro
25431,896700,Simulators Live
25432,896730,Gamenesis
25433,896840,Julian Henley
25434,896850,Smartmove
25435,896860,Hont
25436,896880,"EYEJAM STUDIOS, Damien Sueur"
25437,896890,Totem Entertainment
25438,896960,Climax Studios Ltd.
25439,896970,ERS G Studios
25440,896990,ERS G Studios
25441,897000,Vendel Games
25442,897010,Elephant Games
25443,897020,Boomzap Entertainment
25444,897030,Arbitrary Metric
25445,897040,"Nikita ""Ghost_RUS"""
25446,897100,Pulse Studio LLC
25447,897210,WoolyLittleGuys
25448,897270,moon soul
25449,897290,Vulcan
25450,897300,CSM
25451,897330,ToastieLabs
25452,897360,Thomas Diehl
25453,897390,Action Portal
25454,897400,Speedspark Studio
25455,897420,Anamik Majumdar
25456,897440,TechnoBrake
25457,897530,Chaos Theory Studios
25458,897550,EviceGames
25459,897630,Ritual Games
25460,897690,Nickervision Studios
25461,897700,Phodex Games
25462,897760,Petushock Production
25463,897770,Jhonatas da Silva Farias
25464,897800,Gold5Games
25465,897820,Nerial
25466,897830,RhinoGearz
25467,897880,Softwaves
25468,897910,Buce Studios LLC
25469,897940,Indie Glue
25470,897950,Sunfall games
25471,898000,BlackRat
25472,898040,Bannerman Games
25473,898080,"Aubrey Isaacman, Jared Pettitt, Andrew Gwinner, Caleb Valdez, Evie Chang, Gangjun (Jun) Ha, Gio Benedetti, Liam Dugard, Maxwell Taylor, Nathaniel Kevin Suriawijaya, Noriaki Nakano, Raymond Reedy"
25474,898090,MagicK
25475,898120,dosinis
25476,898160,"Charlie Behan, Raddy Peid"
25477,898170,Studio Cypix
25478,898180,gfdsahdgsye7
25479,898240,NCTkl
25480,898250,Pavel Black
25481,898260,stardust.ch
25482,898290,NAPE GAMES
25483,898320,Unlit Interactive
25484,898340,Gunnar Games
25485,898380,VirtexUniverse
25486,898440,Dreamflake
25487,898450,Walter Machado
25488,898460,Wafflesoft
25489,898500,Waifu Games
25490,898520,SceneThere AB
25491,898530,Night Dreams Studio
25492,898540,Night Dreams Studio
25493,898580,Sadetta
25494,898590,Garmory
25495,898650,"D'Avekki Studios Ltd, Wales Interactive"
25496,898680,DreamWorldGames
25497,898690,EcoShooter
25498,898740,"Diedemor Studio, Anatoly Efremov"
25499,898760,ImperiumGame
25500,898780,RewindApp
25501,898810,Sub Orbital Software
25502,898830,Christian Boman
25503,898930,Jakub Domanski
25504,898940,Zero Imagination Productions
25505,898950,Tsukinowa App.
25506,898980,"Ian, Megan, Maxen"
25507,899000,Nerd Herd Games
25508,899020,Por si las moscas
25509,899090,FENGYAPING
25510,899100,WeVery
25511,899150,Music Paradise
25512,899180,Gamalocus Studios
25513,899190,Lingtan Studio
25514,899200,Aesir Interactive
25515,899220,Artepi Corporation
25516,899240,F.G.I.
25517,899270,Heavenward Games
25518,899290,HyacinthHeart
25519,899340,Owen Bell
25520,899370,Star Legion
25521,899390,3DClouds.it
25522,899440,BANDAI NAMCO Studios Inc.
25523,899480,Girls Dance studio
25524,899530,Hands!
25525,899540,CUTE ANIME GIRLS
25526,899570,BuzzTwin
25527,899590,Glass Knuckle Games
25528,899610,Archive Entertainment
25529,899620,Umbress Games
25530,899760,橘喵喵
25531,899930,Intergalactic Education LLC
25532,899940,樱
25533,899960,Sam Enright
25534,899970,NEKO WORKs
25535,899990,Kory Toombs
25536,900010,Vox Games
25537,900020,Foxie Ventures
25538,900050,Old Skull Games
25539,900060,1/13s
25540,900270,Pixelatto
25541,900330,maddma
25542,900340,TheBlavas
25543,900370,DIGIDICED
25544,900380,DIGIDICED
25545,900390,Purple Kingdom Games
25546,900490,Mega Toast Games
25547,900790,DillyFrame
25548,901000,Chukobyte
25549,901020,Megaslow Studio
25550,903040,DIGIDICED
25551,903070,gfdsahdgsye7
25552,903150,"朵游社, Fantasia Studio"
25553,903160,GiBar
25554,903180,Monster Tree
25555,903200,gfdsahdgsye7
25556,903560,Jim Rogers
25557,903570,"Displacement Studios, Kevin Jackson"
25558,903580,Artii Games LLC
25559,903620,WISECAT
25560,903640,Palfrey Games
25561,903670,Star Tactics Team
25562,903680,kjkjkAIStudio
25563,903700,Studio Merkas
25564,903710,VR Studio
25565,903730,Earthbound Games Ltd.
25566,903740,RewindApp
25567,903760,cbinfosystems
25568,903780,Ouch Giver Games
25569,903790,Speedrobo Games
25570,903830,Broxilia LTD
25571,903850,WIDStudio
25572,904050,Jammin' Rabbit
25573,904130,Ominous Entertainment
25574,904160,WindLimit
25575,904300,OCTET
25576,904310,Restory Studio
25577,904320,StellarXiela
25578,904340,PalveGames
25579,904380,Devespresso Games
25580,904430,Lazarus Software
25581,904440,Göksan Güner
25582,904500,Evan Hecht
25583,904530,BarelyEntertainment
25584,904540,LucasArts
25585,904550,Garage Games
25586,904560,"Joon Chang, Simon Kaley"
25587,904570,Crew Lab
25588,904600,Proximity Games
25589,904680,Sean Baker
25590,904740,Bawu Team
25591,904770,ThiefCat
25592,904780,ImageCode
25593,904800,"Henry Dang, Leander Jeyasing, Ethan Johnson, Kevin Cheng"
25594,904810,Void Calls
25595,904820,EnsenaSoft
25596,904860,indie_games_studio
25597,904890,no_rest
25598,904930,ZekGame
25599,904940,Mia Blais-Côté
25600,904950,"LucasGame, KVRA"
25601,904960,Matt Workman
25602,904990,КиКо
25603,905010,RevolutionGT
25604,905020,crowgames
25605,905060,LillyWelland inc.
25606,905090,VIS-Games
25607,905120,"Sean J. Miller, Brenda J. Miller, Connor H. Miller"
25608,905130,Roppy Chop Studios
25609,905150,DuCats Games Studio
25610,905180,Davide Riccitiello
25611,905200,gfdsahdgsye7
25612,905220,George Allan
25613,905230,Star Legion
25614,905260,Switchpilot
25615,905270,Educational Games
25616,905300,Bullid Games
25617,905330,"Kenny Creanor, Extra Mile Studios"
25618,905350,Snkl Studio
25619,905370,Booming Games
25620,905380,Zirbry Studio
25621,905450,Monster Games
25622,905460,MAMMOTH
25623,905510,Fürst
25624,905590,Gloves of Bobby
25625,905640,"VALOFE, NEXON"
25626,905650,Superstruct
25627,905660,Overture
25628,905670,FunLimit
25629,905690,Nerdook Productions
25630,905790,CasGames
25631,905800,GoodJob
25632,905860,Fury Games Production
25633,905870,Fury Games Production
25634,905880,Fury Games Production
25635,905890,Daniel McCreary
25636,905940,wind
25637,905960,SDC Ventures
25638,906000,Night Dreams Studio
25639,906010,Snkl Studio
25640,906020,Action Portal
25641,906030,NS
25642,906050,RewindApp
25643,906080,筑盛计划股东会
25644,906110,Llamasoft Ltd.
25645,906120,Llamasoft Ltd.
25646,906160,Laush Dmitriy Sergeevich
25647,906170,Busking Software
25648,906190,"Nikita ""Ghost_RUS"""
25649,906200,LEAP Game Studios
25650,906280,CreptsyStudio
25651,906300,Harmorise
25652,906310,Soft Loft Studios
25653,906340,Hard Rock Studios
25654,906360,Myarcadegames Studios
25655,906370,Sean Mombourquette
25656,906390,Breadmeat
25657,906450,Firebelley
25658,906480,In Vitro Games
25659,906590,Bmc Studio
25660,906600,Yongjustyong
25661,906650,PAIN Games
25662,906660,Soaphog
25663,906680,Yiming
25664,906730,kalanhow
25665,906740,Cydonian Games
25666,906770,"COLOPL, Inc."
25667,906810,MAGIX Software GmbH
25668,906850,KillGame
25669,906880,Alien Jellyfish
25670,906920,Easy game
25671,906950,Donteco
25672,907000,Team Navigator
25673,907020,Dmitry Azarov
25674,907030,KastGames
25675,907040,Simple Racing
25676,907050,"Bondo Games, Blake Gillman"
25677,907090,wolfzqteam
25678,907210,Acerola
25679,907220,Former Sun
25680,907240,Cloudmoon Studios
25681,907250,"IGGYMOB Co.,Ltd"
25682,907270,90Games
25683,907320,"HANGZHOU ELECTRONIC SOUL NETWORK TECHNOLOGY CO., LTD"
25684,907330,ShiinaYashiro
25685,907350,Triority
25686,907380,Curtel Games
25687,907390,YELTYSH
25688,907440,Night Dreams Studio
25689,907460,meokigame
25690,907470,NEXT Studios
25691,907560,"Prospect Games, Tri-Heart Interactive"
25692,907590,Blender Games
25693,907620,"Tero Lunkka, Jacob Clevenger"
25694,907680,1bit
25695,907720,Azimuthstar
25696,907760,Aoca Game Lab
25697,907770,Convict Games
25698,907780,Red13Indie
25699,907820,Two Bits Kid
25700,907890,"Kurosh ValaNejad, Peter Brinson"
25701,907900,Elite Games
25702,907920,
25703,907950,Lohsoft
25704,907970,Pinta Studios
25705,908000,"16 Bit Psych, Kyle B"
25706,908010,Simon Kaley
25707,908020,NaA Studios
25708,908070,Nomad Games
25709,908090,Agustin Eisman Moreno
25710,908120,CSM
25711,908150,Lachlan Woods
25712,908180,Redox Entertainment Inc
25713,908230,Laush Dmitriy Sergeevich
25714,908260,Repixel8
25715,908270,Dragengt
25716,908290,ColdByte Software Solutions
25717,908310,Grey Reality Studios
25718,908320,Global defense company
25719,908350,"Sticky Rice Games, Zoo Corporation"
25720,908400,Evil Burgers
25721,908420,Compulsion Games
25722,908440,ALU Interactive
25723,908450,ZingFront
25724,908500,liuguowang
25725,908520,SBSoftLab
25726,908710,WeRVR Studio
25727,908750,Donteco
