id,appid,positive,negative
26204,925090,3,2
26205,925160,4,0
26206,925170,11,2
26207,925280,1,0
26208,925340,19,0
26209,925360,3,1
26210,925370,13,0
26211,925440,231,8
26212,925470,92,16
26213,925490,9,2
26214,925520,26,9
26215,925540,0,1
26216,925550,27,3
26217,925610,0,0
26218,925630,1,3
26219,925640,2,0
26220,925670,9,18
26221,925690,13,17
26222,925700,2,2
26223,925830,2,0
26224,925900,9,1
26225,925910,12,2
26226,925930,28,3
26227,925940,12,7
26228,926010,13,3
26229,926070,1,0
26230,926090,0,1
26231,926140,286,29
26232,926170,7,0
26233,926180,0,0
26234,926240,2,0
26235,926250,7,0
26236,926310,80,14
26237,926350,5,0
26238,926370,4,8
26239,926410,10,6
26240,926440,0,1
26241,926470,6,2
26242,926480,1,3
26243,926490,2,0
26244,926520,34,4
26245,926610,3,0
26246,926720,5,1
26247,926810,39,23
26248,926820,12,0
26249,926860,0,0
26250,927050,5,0
26251,927080,3,0
26252,927190,20,10
26253,927250,1225,228
26254,927270,187,55
26255,927310,77,11
26256,927580,2,2
26257,927670,0,1
26258,927730,51,23
26259,927810,57,10
26260,927840,14,3
26261,927850,11,2
26262,927860,39,15
26263,927890,1476,90
26264,927930,11,8
26265,927970,3,2
26266,927990,408,38
26267,928060,11,4
26268,928070,0,0
26269,928130,3,1
26270,928140,1,2
26271,928160,3,0
26272,928170,27,9
26273,928180,11,2
26274,928230,3,0
26275,928300,15,0
26276,928350,1,1
26277,928370,7,1
26278,928390,73,7
26279,928460,3,7
26280,928520,66,10
26281,928610,9,11
26282,928620,1,0
26283,928630,0,0
26284,928660,4,0
26285,928670,7,0
26286,928680,12,0
26287,928690,4,0
26288,928780,0,2
26289,928790,2,11
26290,928800,0,1
26291,928810,1,0
26292,928830,4,1
26293,928840,53,12
26294,928880,0,7
26295,928940,3,1
26296,928970,7,0
26297,929000,31,2
26298,929020,1,0
26299,929030,3,4
26300,929060,31,11
26301,929080,0,2
26302,929120,29,3
26303,929140,2,0
26304,929170,8,2
26305,929180,0,1
26306,929200,226,77
26307,929210,1,1
26308,929230,6,1
26309,929270,23,8
26310,929280,2,0
26311,929290,8,7
26312,929300,22,6
26313,929310,11,5
26314,929320,8,0
26315,929330,11,6
26316,929410,4,0
26317,929420,1,0
26318,929430,5,6
26319,929440,2,0
26320,929460,7,1
26321,929470,0,1
26322,929530,2,1
26323,929600,15,3
26324,929610,0,1
26325,929640,3,0
26326,929670,29,5
26327,929690,0,0
26328,929730,14,11
26329,929770,3,10
26330,929800,1,3
26331,929810,2,8
26332,929840,6,19
26333,929850,27,1
26334,929860,160,20
26335,929910,8,0
26336,930010,8,10
26337,930110,2,0
26338,930300,5,1
26339,930310,36,0
26340,930320,9,2
26341,930330,14,11
26342,930360,1,0
26343,930420,5,9
26344,930430,2,0
26345,930460,229,33
26346,930480,2,1
26347,930500,6,1
26348,930580,3,3
26349,930600,1,0
26350,930630,6,0
26351,930640,17,1
26352,930650,0,1
26353,930690,3,0
26354,930710,0,0
26355,930780,197,38
26356,930840,24,1
26357,930850,3,4
26358,930860,1,0
26359,930910,64,3
26360,930930,5,0
26361,930940,6,2
26362,930970,2,1
26363,931040,2,1
26364,931070,62,20
26365,931090,7,0
26366,931120,8,1
26367,931140,1,4
26368,931150,4,0
26369,931170,3,0
26370,931200,6,0
26371,931210,2,0
26372,931220,13,10
26373,931250,3,8
26374,931260,83,42
26375,931360,4,4
26376,931430,5,3
26377,931470,8,1
26378,931490,3,9
26379,931500,703,31
26380,931540,12,4
26381,931570,4,2
26382,931620,7,1
26383,931630,16,2
26384,931650,82,88
26385,931690,163,30
26386,931700,138,12
26387,931780,1,0
26388,931820,0,1
26389,931830,10,4
26390,931870,1,0
26391,931930,32,2
26392,932070,6,0
26393,932120,7,1
26394,932150,1,1
26395,932160,31,24
26396,932180,5,15
26397,932240,16,3
26398,932250,13,4
26399,932270,5,0
26400,932290,1,0
26401,932300,4,0
26402,932310,4,4
26403,932330,9,0
26404,932350,2,1
26405,932420,2,0
26406,932450,4,0
26407,932480,9,2
26408,932500,63,2
26409,932560,1,0
26410,932570,72,6
26411,932670,1,5
26412,932730,3,1
26413,932790,6,1
26414,932800,13,1
26415,932810,7,7
26416,932820,5,0
26417,932850,321,39
26418,932870,10,12
26419,932920,1,1
26420,932940,16,13
26421,932970,1,1
26422,932980,78,34
26423,933030,4,2
26424,933040,3,12
26425,933050,1,5
26426,933060,16,7
26427,933070,7,10
26428,933080,19,12
26429,933120,15,3
26430,933140,15,2
26431,933210,6,1
26432,933250,4,1
26433,933290,9,5
26434,933300,216,179
26435,933380,9,4
26436,933390,3,3
26437,933450,311,35
26438,933540,41,20
26439,933590,1,1
26440,933630,9,20
26441,933660,6,2
26442,933690,4,23
26443,933700,26,17
26444,933710,7,10
26445,933770,10,1
26446,933840,8,2
26447,933880,34,3
26448,933900,0,1
26449,933920,3,2
26450,933930,8,3
26451,933940,331,48
26452,933970,6,7
26453,934020,1,12
26454,934060,87,17
26455,934070,27,0
26456,934120,16,5
26457,934180,5,2
26458,934220,4,3
26459,934250,1,1
26460,934410,5,0
26461,934470,6,3
26462,934480,2,0
26463,934500,2,4
26464,934510,0,1
26465,934540,43,10
26466,934550,1,0
26467,934580,117,1
26468,934590,0,2
26469,934600,6,1
26470,934710,4,7
26471,934780,0,0
26472,934800,2,0
26473,934810,10,2
26474,934830,8,7
26475,934840,1269,66
26476,934850,131,13
26477,934860,213,6
26478,934950,3,6
26479,934970,1,3
26480,934990,7,6
26481,935030,2,9
26482,935070,34,8
26483,935110,3,3
26484,935120,39,0
26485,935180,1,6
26486,935240,1,4
26487,935260,34,8
26488,935270,538,86
26489,935350,5,1
26490,935440,12,1
26491,935450,0,6
26492,935460,0,6
26493,935500,7,7
26494,935540,1,0
26495,935560,26,0
26496,935580,133,18
26497,935660,2,2
26498,935690,3,11
26499,935700,5,6
26500,935720,2,1
26501,935730,2,0
26502,935750,7,2
26503,935790,5,2
26504,935840,87,35
26505,935860,14,1
26506,935880,394,25
26507,935910,6,3
26508,935920,68,15
26509,935930,83,13
26510,935940,0,1
26511,935960,1,4
26512,936000,1,1
26513,936010,9,0
26514,936020,2,1
26515,936030,15,3
26516,936040,8,2
26517,936070,13,2
26518,936080,1,0
26519,936090,2,2
26520,936100,2,6
26521,936160,92,8
26522,936170,4,0
26523,936180,35,8
26524,936190,36,2
26525,936210,2,1
26526,936510,1,1
26527,936530,11,2
26528,936600,2,0
26529,936610,20,3
26530,936620,7,4
26531,936630,7,0
26532,936650,17,0
26533,936700,13,0
26534,936720,125,26
26535,936740,11,1
26536,936780,107,42
26537,936800,6,4
26538,936810,1,4
26539,936820,23,5
26540,936890,2,1
26541,936930,12,13
26542,936950,1,3
26543,936960,0,0
26544,937030,5,6
26545,937050,13,1
26546,937120,15,8
26547,937140,18,4
26548,937180,1,0
26549,937210,88,21
26550,937320,1,1
26551,937350,71,6
26552,937360,1,0
26553,937390,5,0
26554,937490,14,0
26555,937530,46,13
26556,937550,0,0
26557,937570,48,0
26558,937580,151,1
26559,937590,1,0
26560,937610,1,0
26561,937620,0,3
26562,937640,2,2
26563,937690,19,11
26564,937730,21,4
26565,937740,3,1
26566,937780,1,5
26567,937820,5,1
26568,937850,30,0
26569,937860,0,0
26570,937920,5,4
26571,937940,11,8
26572,937950,11,12
26573,937970,2,3
26574,937980,37,17
26575,938000,1,2
26576,938050,9,0
26577,938070,7,1
26578,938100,4,0
26579,938170,3,0
26580,938210,4,1
26581,938220,324,100
26582,938240,3,2
26583,938250,29,6
26584,938260,2,0
26585,938270,32,2
26586,938280,6,1
26587,938300,77,13
26588,938310,18,2
26589,938320,12,4
26590,938350,7,2
26591,938360,1,0
26592,938380,49,12
26593,938390,3,8
26594,938480,24,4
26595,938500,36,58
26596,938510,2,1
26597,938520,2,6
26598,938600,1,3
26599,938630,1,0
26600,938640,3,5
26601,938660,1,2
26602,938740,4,1
26603,938760,4,3
26604,938810,36,1
26605,938820,2,4
26606,938840,1,0
26607,938850,7,1
26608,938870,1,1
26609,938890,14,8
26610,938940,2,29
26611,938960,4,0
26612,939000,72,14
26613,939150,1,4
26614,939180,64,38
26615,939190,1,0
26616,939200,1,2
26617,939210,0,0
26618,939230,11,2
26619,939240,3,2
26620,939250,4,0
26621,939260,6,12
26622,939270,4,2
26623,939280,1,0
26624,939330,112,5
26625,939360,29,3
26626,939390,32,19
26627,939400,1257,71
26628,939410,6,2
26629,939450,24,5
26630,939470,1,0
26631,939520,672,507
26632,939540,0,0
26633,939560,2,0
26634,939620,102,3
26635,939750,7,5
26636,939830,4,0
26637,939920,3,1
26638,939930,2,3
26639,939960,2755,1161
26640,939990,77,23
26641,940130,36,10
26642,940150,14,1
26643,940180,1,0
26644,940190,5,4
26645,940240,1,0
26646,940290,6,3
26647,940300,20,5
26648,940320,3,0
26649,940520,32,5
26650,940600,0,2
26651,940630,7,1
26652,940640,3,0
26653,940680,90,13
26654,940700,6,1
26655,940780,1,0
26656,940790,7,1
26657,940800,3,0
26658,940810,4,2
26659,940830,11,0
26660,940870,6,0
26661,940910,0,0
26662,940920,8,1
26663,940990,1,0
26664,941000,1,0
26665,941030,1,0
26666,941120,46,18
26667,941150,16,1
26668,941160,7,4
26669,941200,0,1
26670,941300,66,17
26671,941320,9,1
26672,941330,1,2
26673,941340,2,0
26674,941350,7,1
26675,941390,1,0
26676,941410,38,4
26677,941480,21,7
26678,941490,17,1
26679,941540,14,0
26680,941580,0,1
26681,941600,3,0
26682,941620,1,0
26683,941630,1,0
26684,941650,107,38
26685,941730,22,9
26686,941790,9,2
26687,941800,7,2
26688,941810,2,0
26689,941830,5,1
26690,941850,82,28
26691,941860,1,2
26692,941870,1,5
26693,941920,5,7
26694,942020,11,6
26695,942030,4,0
26696,942050,4,0
26697,942060,27,1
26698,942140,0,0
26699,942200,33,0
26700,942250,9,2
26701,942300,9,5
26702,942310,18,16
26703,942320,10,5
26704,942340,1,12
26705,942440,0,0
26706,942480,4,8
26707,942510,50,19
26708,942520,23,0
26709,942600,50,7
26710,942760,4,1
26711,942770,0,2
26712,942900,19,4
26713,942920,1,1
26714,942930,257,32
26715,942970,5222,288
26716,943010,14,0
26717,943030,2,3
26718,943080,0,2
26719,943100,53,21
26720,943130,46,33
26721,943170,37,6
26722,943190,14,0
26723,943210,0,0
26724,943230,4,1
26725,943260,0,0
26726,943290,13,3
26727,943380,89,31
26728,943390,123,23
26729,943410,32,4
26730,943440,1,1
26731,943490,0,0
26732,943510,7,0
26733,943590,6,0
26734,943630,1,11
26735,943640,12,23
26736,943670,2,6
26737,943680,4,4
26738,943710,1,0
26739,943810,35,4
26740,943860,9,2
26741,943880,0,22
26742,943900,13,2
26743,943920,3,0
26744,943950,5,0
26745,943960,15,11
26746,943970,6,1
26747,944030,4,0
26748,944060,0,0
26749,944100,12,4
26750,944110,0,0
26751,944120,105,37
26752,944220,371,11
26753,944340,26,0
26754,944370,35,18
26755,944380,4,7
26756,944420,0,2
26757,944440,13,0
26758,944450,12,4
26759,944500,1,1
26760,944530,6,1
26761,944550,2,7
26762,944560,2,7
26763,944590,15,0
26764,944610,4,1
26765,944630,18,5
26766,944640,2,0
26767,944650,8,2
26768,944710,6,1
26769,944730,2,0
26770,944740,11,5
26771,944770,4,1
26772,944810,9,2
26773,944830,3,0
26774,944840,2,2
26775,944910,0,0
26776,944960,2,0
26777,945100,3,0
26778,945110,3,4
26779,945140,54,13
26780,945240,9,0
26781,945310,3,0
26782,945340,52,1
26783,945360,60,11
26784,945390,3,0
26785,945440,52,4
26786,945460,96,15
26787,945490,15,1
26788,945500,9,2
26789,945520,24,5
26790,945530,0,0
26791,945580,15,0
26792,945590,4,2
26793,945610,25,11
26794,945620,0,0
26795,945700,4,3
26796,945820,0,2
26797,945850,2,3
26798,945870,0,0
26799,945880,4,3
26800,945890,7,7
26801,945910,0,3
26802,945920,14,1
26803,946000,10,0
26804,946010,44,5
26805,946040,92,22
26806,946080,2,1
26807,946090,228,29
26808,946170,4,0
26809,946190,3,0
26810,946200,5,3
26811,946210,1,2
26812,946300,2,0
26813,946330,2,0
26814,946340,16,1
26815,946380,12,3
26816,946490,34,19
26817,946500,3,1
26818,946550,22,9
26819,946560,38,1
26820,946600,1,15
26821,946610,65,6
26822,946650,90,19
26823,946660,66,10
26824,946690,5,0
26825,946700,5,0
26826,946780,36,3
26827,946790,0,1
26828,946800,10,6
26829,946810,0,2
26830,946950,1,0
26831,947110,2,1
26832,947120,19,3
26833,947240,3,0
26834,947250,2,0
26835,947260,1,0
26836,947270,9,1
26837,947290,17,1
26838,947300,432,41
26839,947310,1,2
26840,947330,4,0
26841,947390,2,0
26842,947400,1,0
26843,947430,12,0
26844,947450,7,0
26845,947470,2,1
26846,947490,3,0
26847,947530,12,7
26848,947540,1,2
26849,947580,2,1
26850,947830,1,2
26851,947940,0,0
26852,947960,1,0
26853,947970,3,0
26854,948020,0,0
26855,948070,4,1
26856,948080,11,8
26857,948100,45,0
26858,948120,0,2
26859,948200,0,2
26860,948220,8,0
26861,948240,5,1
26862,948270,0,1
26863,948320,49,13
26864,948330,1,1
26865,948340,4,0
26866,948350,38,15
26867,948370,0,0
26868,948420,5,0
26869,948460,23,2
26870,948470,7,4
26871,948510,8,20
26872,948630,351,59
26873,948650,1,1
26874,948660,4,0
26875,948690,1,1
26876,948730,6,3
26877,948770,37,3
26878,948830,187,11
26879,948840,10,3
26880,948900,0,0
26881,948990,29,1
26882,949000,75,19
26883,949030,14,1
26884,949050,12,11
26885,949060,81,1
26886,949150,2,0
26887,949170,0,2
26888,949210,12,5
26889,949290,175,11
26890,949330,3,1
26891,949370,63,1
26892,949380,31,7
26893,949390,12,0
26894,949420,15,8
26895,949500,7,4
26896,949520,1,2
26897,949530,27,6
26898,949570,0,0
26899,949580,45,10
26900,949600,0,0
26901,949630,12,3
26902,949670,12,1
26903,949690,52,53
26904,949700,4,8
26905,949710,3,8
26906,949770,8,0
26907,949790,36,2
26908,949800,12,3
26909,949810,0,3
26910,949820,5,0
26911,949830,1,1
26912,949860,0,0
26913,949880,13,7
26914,949890,29,4
26915,949910,5,4
26916,949930,0,1
26917,949960,16,8
26918,949970,167,76
26919,949990,19,2
26920,950100,423,637
26921,950130,7,1
26922,950140,33,1
26923,950160,29,4
26924,950210,22,4
26925,950240,26,15
26926,950250,4,1
26927,950300,28,1
26928,950360,39,22
26929,950370,34,15
26930,950380,12,3
26931,950460,0,0
26932,950510,8,12
26933,950530,363,84
26934,950570,1,0
26935,950730,2,0
26936,950750,1,1
26937,950780,0,4
26938,950810,6,2
26939,950830,15,2
26940,950850,16,0
26941,950890,4,0
26942,950910,1,2
26943,950990,58,32
26944,951000,442,21
26945,951010,1,0
26946,951020,0,2
26947,951030,2,3
26948,951050,4,0
26949,951070,0,2
26950,951090,11,1
26951,951110,0,1
26952,951130,57,14
26953,951140,47,16
26954,951160,0,2
26955,951170,26,11
26956,951180,896,182
26957,951220,3,0
26958,951240,28,1
26959,951250,8,5
26960,951260,52,14
26961,951320,3,12
26962,951330,24,5
26963,951360,7,1
26964,951420,1,0
26965,951440,296,72
26966,951450,10,1
26967,951470,1,3
26968,951500,0,3
26969,951540,0,0
26970,951640,24,17
26971,951670,0,0
26972,951690,3,1
26973,951700,9,1
26974,951740,13,2
26975,951810,5,1
26976,951920,0,1
26977,951940,29,1
26978,952010,2,2
26979,952020,6,7
26980,952030,1,6
26981,952040,867,174
26982,952050,8,0
26983,952090,27,15
26984,952120,11,9
26985,952130,9,2
26986,952140,1,0
26987,952250,778,92
26988,952330,3,0
26989,952400,5,3
26990,952420,134,7
26991,952460,37,18
26992,952510,4,3
26993,952530,0,1
26994,952680,5,0
26995,952850,2,3
26996,952860,851,593
26997,952910,1,0
26998,952920,17,5
26999,952930,7,2
27000,952950,68,18
27001,953050,10,8
27002,953060,19,6
27003,953120,1,1
27004,953150,4,1
27005,953170,3,1
27006,953230,64,2
27007,953250,33,39
27008,953290,6,1
27009,953300,36,16
27010,953340,4,0
27011,953440,10,1
27012,953570,70,7
27013,953580,283,218
27014,953610,4,4
27015,953640,1,1
27016,953700,22,1
27017,953740,5,9
27018,953750,0,2
27019,953760,0,1
27020,953790,0,1
27021,953820,6,0
27022,953840,49,11
27023,953900,34,12
27024,953920,5,0
27025,953950,13,1
27026,953990,17,7
27027,954000,13,6
27028,954010,2,0
27029,954070,38,23
27030,954080,0,0
27031,954150,22,2
27032,954160,12,0
27033,954170,29,17
27034,954240,13,0
27035,954270,8,4
27036,954350,3,1
27037,954360,3,2
27038,954400,1,0
27039,954410,1,0
27040,954420,8,0
27041,954530,17,36
27042,954590,11,4
27043,954720,10,3
27044,954760,1,1
27045,954780,1,1
27046,954870,87,16
27047,954920,2,0
27048,955030,4,0
27049,955050,7439,538
27050,955060,148,96
27051,955070,7,8
27052,955120,4,0
27053,955190,5,0
27054,955230,0,2
27055,955260,7,2
27056,955290,0,2
27057,955310,2,5
27058,955320,49,5
27059,955360,6,4
27060,955370,6,1
27061,955380,1,4
27062,955400,23,2
27063,955410,11,0
27064,955470,4,0
27065,955490,3,1
27066,955530,0,1
27067,955540,3,0
27068,955570,2,1
27069,955580,39,11
27070,955600,8,6
27071,955620,0,4
27072,955640,13,0
27073,955670,2,1
27074,955700,0,0
27075,955750,0,0
27076,955790,11,1
27077,955880,4,6
27078,955890,0,2
27079,955900,2224,1332
27080,955980,2,1
27081,956000,3,1
27082,956010,8,1
27083,956060,41,13
27084,956090,2,0
27085,956100,22,5
27086,956150,1,0
27087,956200,1,0
27088,956210,2,0
27089,956240,2,0
27090,956280,2,1
27091,956350,2,0
27092,956360,9,1
27093,956400,1,1
27094,956430,2,1
27095,956450,113,4
27096,956480,2,1
27097,956500,16,1
27098,956550,0,0
27099,956590,1,2
27100,956620,4,2
27101,956880,10,3
27102,957050,25,79
27103,957080,2,2
27104,957180,5,0
27105,957190,9,1
27106,957280,3,1
27107,957350,2,0
27108,957390,3,1
27109,957410,11,11
27110,957430,14,10
27111,957440,14,3
27112,957490,23,3
27113,957510,0,0
27114,957570,1,1
27115,957590,3,1
27116,957720,54,13
27117,957790,595,139
27118,957810,2,0
27119,957850,3,0
27120,957890,5,0
27121,957930,0,1
27122,958050,8,0
27123,958090,20,4
27124,958130,14,8
27125,958200,4,0
27126,958210,10,6
27127,958230,4,11
27128,958280,24,5
27129,958300,6,4
27130,958310,2,1
27131,958320,49,23
27132,958480,281,55
27133,958510,4,3
27134,958640,3,0
27135,958650,13,2
27136,958680,9,1
27137,958690,8,0
27138,958740,39,2
27139,958790,9,3
27140,958900,0,1
27141,958960,14,4
27142,958990,2,3
27143,959020,8,0
27144,959030,6,0
27145,959080,436,23
27146,959090,2,0
27147,959130,4,0
27148,959170,6,3
27149,959200,4,5
27150,959260,2,1
27151,959340,1,1
27152,959380,0,0
27153,959400,4,0
27154,959410,17,0
27155,959440,1,4
27156,959480,2,1
27157,959520,68,47
27158,959540,4,5
27159,959590,2,1
27160,959700,0,0
27161,959730,2,0
27162,959750,167,3
27163,959770,1,3
27164,959830,8,6
27165,959850,2,3
27166,959870,17,9
27167,959890,209,9
27168,959920,6,3
27169,959930,11,1
27170,959940,0,1
27171,959960,0,1
27172,959980,0,1
27173,959990,1,0
27174,960010,1,0
27175,960030,19,1
27176,960040,24,5
27177,960090,516,251
27178,960130,3,4
27179,960150,11,13
27180,960190,63,16
27181,960200,2,0
27182,960270,5,4
27183,960280,1,3
27184,960320,33,10
27185,960330,21,15
27186,960340,4,2
27187,960360,2,1
27188,960370,3,2
27189,960380,3,1
27190,960430,1,1
27191,960550,2,0
27192,960600,3,1
27193,960610,0,3
27194,960660,9,1
27195,960700,7,0
27196,960800,1,0
27197,960820,3,1
27198,961040,10,1
27199,961060,3,3
27200,961110,4,1
27201,961190,3,0
27202,961210,1,3
27203,961220,8,2
27204,961230,1,0
27205,961240,4,2
27206,961270,5,10
27207,961420,15,2
27208,961460,71,6
27209,961510,62,6
27210,961560,4,1
27211,961620,31,2
27212,961640,16,0
27213,961660,29,2
27214,961680,1,2
27215,961700,6,3
27216,961710,0,4
27217,961720,0,2
27218,961730,0,0
27219,961740,1,7
27220,961750,1,0
27221,961860,32,10
27222,961870,2,0
27223,961920,4,3
27224,961990,2,0
27225,962050,1,2
27226,962060,2,0
27227,962080,5,0
27228,962170,0,1
27229,962250,4,1
27230,962270,1,0
27231,962280,1,0
27232,962290,12,2
27233,962370,1,0
27234,962380,28,7
27235,962390,10,8
27236,962400,214,27
27237,962450,4,4
27238,962490,1,1
27239,962510,10,2
27240,962610,3,0
27241,962640,4,0
27242,962650,1,0
27243,962710,3,2
27244,962730,1328,267
27245,962810,0,0
27246,962940,127,39
27247,962950,10,2
27248,962970,193,29
27249,963000,301,14
27250,963020,1,0
27251,963040,16,20
27252,963050,0,1
27253,963080,39,4
27254,963110,0,11
27255,963150,4,2
27256,963170,0,3
27257,963200,1,3
27258,963210,26,12
27259,963280,20,1
27260,963290,31,13
27261,963300,0,0
27262,963330,60,18
27263,963360,0,2
27264,963370,1,3
27265,963450,160,25
27266,963510,1,0
27267,963570,3,0
27268,963660,2,2
27269,963680,14,0
27270,963690,1705,134
27271,963710,443,21
27272,963770,4,1
27273,963830,2,0
27274,963860,3,0
27275,963900,1,2
27276,963910,9,11
27277,963930,539,86
27278,963940,1,2
27279,963960,3,0
27280,964030,0,1
27281,964040,19,9
27282,964050,1,2
27283,964060,2,0
27284,964070,6,2
27285,964080,15,4
27286,964100,3,2
27287,964110,2,0
27288,964130,6,4
27289,964170,0,1
27290,964180,12,4
27291,964190,0,1
27292,964210,22,2
27293,964220,5,0
27294,964230,31,10
27295,964240,5,5
27296,964300,141,65
27297,964340,2,0
27298,964350,754,145
27299,964460,8,3
27300,964470,203,108
27301,964700,2,1
27302,964750,5,4
27303,964770,3,1
27304,964810,2,0
27305,964890,3,0
27306,964920,7,8
27307,964960,6,9
27308,964970,84,30
27309,964990,10,0
27310,965010,31,1
27311,965030,8,3
27312,965060,9,8
27313,965070,2,0
27314,965080,87,53
27315,965110,1,1
27316,965130,2,1
27317,965140,0,0
27318,965160,4,1
27319,965240,4,0
27320,965250,5,1
27321,965300,19,13
27322,965310,15,12
27323,965320,9,18
27324,965340,31,1
27325,965410,5,0
27326,965450,4,2
27327,965460,21,10
27328,965470,6,0
27329,965480,39,11
27330,965490,14,1
27331,965640,33,6
27332,965670,171,7
27333,965730,0,2
27334,965760,1,1
27335,965810,61,3
27336,965830,44,2
27337,965840,1,2
27338,965860,194,13
27339,965880,2,0
27340,965900,1,1
27341,965920,18,3
27342,965940,4,3
27343,965960,2,1
27344,966000,19,5
27345,966010,7,0
27346,966020,2,1
27347,966160,9,5
27348,966180,6,0
27349,966210,7,1
27350,966240,2,1
27351,966330,355,28
27352,966370,4,2
27353,966420,3,1
27354,966450,1,0
27355,966460,12,9
27356,966530,85,31
27357,966540,3,2
27358,966580,23,4
27359,966590,19,0
27360,966600,0,5
27361,966610,118,10
27362,966630,32,2
27363,966680,50,1
27364,966720,8,2
27365,966760,2,1
27366,967050,1322,186
27367,967060,1,0
27368,967100,2,2
27369,967130,67,22
27370,967170,0,7
27371,967180,2,2
27372,967210,1,0
27373,967250,2032,293
27374,967290,6,0
27375,967370,3,2
27376,967410,60,36
27377,967430,2,1
27378,967440,7,6
27379,967450,7,5
27380,967490,21,1
27381,967910,2,0
27382,968170,10,0
27383,968200,7,7
27384,968210,4,0
27385,968250,10,1
27386,968290,32,1
27387,968300,7,1
27388,968310,9,1
27389,968320,9,1
27390,968350,113,2
27391,968360,10,3
27392,968380,3,2
27393,968420,63,3
27394,968430,0,5
27395,968440,80,40
27396,968450,3,8
27397,968460,13,5
27398,968470,14,0
27399,968500,25,1
27400,968540,2,2
27401,968560,4,1
27402,968570,6,2
27403,968600,7,0
27404,968620,1,0
27405,968700,295,49
27406,968730,21,5
27407,968780,1,4
27408,968790,168,34
27409,968820,7,4
27410,968950,29,3
27411,968960,0,0
27412,968980,2,4
27413,968990,2,1
27414,969020,20,5
27415,969060,6,0
27416,969130,11,0
27417,969230,1,8
27418,969240,3,0
27419,969350,4,1
27420,969480,22,0
27421,969690,8,1
27422,969700,127,3
27423,969740,3,0
27424,969860,0,4
27425,969870,5,2
27426,969880,41,43
27427,969970,28,19
27428,970000,1,0
27429,970030,1,0
27430,970090,4,0
27431,970130,7,7
27432,970140,24,1
27433,970150,0,0
27434,970190,29,12
27435,970200,2,1
27436,970210,1,1
27437,970240,4,0
27438,970260,2,1
27439,970360,0,1
27440,970390,1,0
27441,970470,4,0
27442,970510,103,14
27443,970530,11,2
27444,970550,0,1
27445,970570,232,5
27446,970580,16,1
27447,970610,10,6
27448,970620,3,12
27449,970650,0,7
27450,970660,9,18
27451,970670,0,0
27452,970680,0,2
27453,970690,2,4
27454,970710,9,4
27455,970730,19,0
27456,970800,25,3
27457,970810,4,0
27458,970900,1,0
27459,970910,0,1
27460,970970,0,3
27461,970980,6,0
27462,971060,0,2
27463,971070,1,0
27464,971090,0,1
27465,971100,2,0
27466,971120,31,3
27467,971130,14,0
27468,971280,1,1
27469,971350,34,22
27470,971400,7,11
27471,971430,14,0
27472,971450,0,1
27473,971460,27,12
27474,971480,4,1
27475,971500,10,0
27476,971530,0,0
27477,971540,1,0
27478,971610,8,0
27479,971640,1,0
27480,971670,23,9
27481,971680,323,14
27482,971690,0,0
27483,971740,6,0
27484,971780,1,0
27485,971800,0,1
27486,971900,2,1
27487,972040,1,0
27488,972050,6,1
27489,972080,3,0
27490,972170,121,40
27491,972200,9,1
27492,972230,3,1
27493,972280,6,1
27494,972290,7,1
27495,972430,7,2
27496,972480,1,1
27497,972560,10,3
27498,972600,6,0
27499,972620,2,0
27500,972740,49,9
27501,972760,11,5
27502,972850,12,2
27503,972890,22,7
27504,972910,18,3
27505,972920,7,20
27506,972940,1,0
27507,973060,23,3
27508,973090,24,47
27509,973100,1,0
27510,973110,0,1
27511,973170,16,1
27512,973240,40,15
27513,973260,1,3
27514,973310,1,0
27515,973350,1,0
27516,973360,1,0
27517,973390,31,20
27518,973440,18,1
27519,973470,1,1
27520,973560,4,4
27521,973590,1,1
27522,973600,30,6
27523,973690,1,0
27524,973700,16,3
27525,973760,2686,387
27526,973800,6,6
27527,973860,3,1
27528,974010,1,1
27529,974040,3,1
27530,974070,1,0
27531,974100,13,3
27532,974110,18,0
27533,974150,8,3
27534,974160,5,0
27535,974180,9,2
27536,974200,49,5
27537,974240,6,3
27538,974250,3,0
27539,974320,0,0
27540,974370,15,4
27541,974390,10,0
27542,974450,3,18
27543,974470,0,0
27544,974490,2,4
27545,974530,3,3
27546,974600,6,0
27547,974670,4,3
27548,974830,13,0
27549,974840,16,0
27550,974860,3,0
27551,974870,15,0
27552,974920,1,1
27553,974950,133,12
27554,974970,5,0
27555,975000,9,1
27556,975010,1,2
27557,975020,22,7
27558,975030,11,17
27559,975050,18,6
27560,975110,1,0
27561,975120,151,62
27562,975200,1,1
27563,975220,0,2
27564,975230,17,3
27565,975240,109,27
27566,975270,241,19
27567,975290,15,0
27568,975350,0,0
27569,975390,8,2
27570,975410,11,3
27571,975430,11,1
27572,975600,5,1
27573,975660,4,3
27574,975680,70,69
27575,975690,2,1
27576,975700,26,2
27577,975710,15,3
27578,975770,4,0
27579,975800,17,3
27580,975860,2,0
27581,975910,7,1
27582,975980,1,0
27583,976010,194,23
27584,976020,29,7
27585,976030,4,2
27586,976060,17,0
27587,976070,8,2
27588,976090,1,0
27589,976120,41,8
27590,976160,9,10
27591,976230,7,1
27592,976240,0,3
27593,976310,3699,2989
27594,976320,2,3
27595,976330,6,1
27596,976340,18,3
27597,976360,3,0
27598,976390,139,12
27599,976420,54,2
27600,976440,30,1
