id,appid,positive,negative
4749,335790,320,80
4750,335820,242,211
4751,335830,175,93
4752,335840,115,36
4753,335850,35,92
4754,335890,305,252
4755,335900,22,28
4756,335920,181,15
4757,335940,15,15
4758,336010,54,27
4759,336020,25,33
4760,336030,42,13
4761,336040,124,53
4762,336060,211,64
4763,336080,213,53
4764,336090,76,28
4765,336100,41,20
4766,336110,92,18
4767,336130,292,33
4768,336140,607,23
4769,336150,158,41
4770,336160,5,1
4771,336200,32,19
4772,336210,16,19
4773,336220,19,7
4774,336230,20,1
4775,336240,293,42
4776,336250,47,64
4777,336280,58,28
4778,336300,264,48
4779,336380,39,32
4780,336420,365,100
4781,336440,197,9
4782,336520,276,417
4783,336530,19,9
4784,336610,384,35
4785,336630,28,15
4786,336670,186,323
4787,336680,26,8
4788,336700,18,3
4789,336710,22,4
4790,336730,22,7
4791,336760,73,17
4792,336770,25,9
4793,336780,12,15
4794,336840,21,3
4795,336930,21,11
4796,336940,100,13
4797,337000,16023,7344
4798,337040,85,41
4799,337070,251,125
4800,337110,34,31
4801,337130,6,2
4802,337150,644,103
4803,337180,55,31
4804,337210,86,58
4805,337220,37,39
4806,337270,197,34
4807,337280,45,17
4808,337290,89,14
4809,337320,4752,489
4810,337340,6578,123
4811,337350,176,8
4812,337360,91,78
4813,337410,183,154
4814,337420,239,78
4815,337450,24,4
4816,337480,182,44
4817,337490,184,41
4818,337630,116,97
4819,337650,31,2
4820,337670,39,2
4821,337680,90,28
4822,337700,17,9
4823,337720,144,3
4824,337730,4,7
4825,337760,46,6
4826,337820,166,42
4827,337850,130,21
4828,337880,31,91
4829,337890,41,9
4830,337930,477,33
4831,337940,84,18
4832,337950,1706,2059
4833,337960,78,22
4834,337970,9,6
4835,337980,76,24
4836,338000,762,65
4837,338030,3,6
4838,338040,43,18
4839,338050,242,128
4840,338060,204,116
4841,338070,10,0
4842,338080,4,2
4843,338090,4,3
4844,338100,3,0
4845,338110,24,2
4846,338120,157,79
4847,338130,131,60
4848,338140,234,70
4849,338170,2140,365
4850,338180,1684,1180
4851,338190,175,23
4852,338260,7,11
4853,338290,14,1
4854,338300,12,2
4855,338310,48,10
4856,338320,294,78
4857,338330,30,8
4858,338350,5,9
4859,338390,1232,565
4860,338420,97,41
4861,338530,181,128
4862,338540,599,714
4863,338550,122,81
4864,338590,28,15
4865,338630,18,10
4866,338640,56,31
4867,338710,86,82
4868,338760,142,39
4869,338800,156,40
4870,338810,229,65
4871,338830,21,15
4872,338840,0,0
4873,338890,39,13
4874,338960,88,5
4875,338980,102,26
4876,339000,102,97
4877,339040,111,21
4878,339090,51,1
4879,339110,16,16
4880,339120,510,107
4881,339130,361,25
4882,339160,272,49
4883,339190,582,105
4884,339200,1214,312
4885,339210,102,78
4886,339230,1066,576
4887,339240,14,89
4888,339250,13,6
4889,339280,3677,1197
4890,339290,163,83
4891,339320,52,17
4892,339340,2196,393
4893,339350,1719,50
4894,339400,1924,328
4895,339440,178,16
4896,339460,32,6
4897,339470,218,438
4898,339500,4,9
4899,339510,108,24
4900,339530,16,12
4901,339540,19,20
4902,339560,6,13
4903,339570,112,20
4904,339580,439,138
4905,339590,46,11
4906,339600,1471,1322
4907,339610,5781,2192
4908,339640,75,64
4909,339690,23,3
4910,339700,89,52
4911,339710,6,5
4912,339720,17,4
4913,339790,289,51
4914,339800,17761,711
4915,339820,11,18
4916,339840,30,19
4917,339850,38,11
4918,339860,84,32
4919,339910,372,64
4920,340000,575,63
4921,340030,6,38
4922,340050,1605,410
4923,340070,408,411
4924,340120,209,29
4925,340130,29,6
4926,340140,2,1
4927,340150,1026,283
4928,340170,1447,956
4929,340190,4,17
4930,340200,153,197
4931,340210,37,21
4932,340220,52,90
4933,340250,15,1
4934,340270,362,173
4935,340280,241,19
4936,340290,27,10
4937,340300,510,62
4938,340310,371,96
4939,340320,142,58
4940,340330,18,4
4941,340340,384,90
4942,340350,273,90
4943,340360,213,31
4944,340370,12,1
4945,340380,13,2
4946,340390,33,7
4947,340400,6,0
4948,340410,3,3
4949,340440,32,9
4950,340450,36,12
4951,340460,328,399
4952,340470,82,48
4953,340480,12,5
4954,340490,679,173
4955,340500,15,3
4956,340520,581,42
4957,340530,7,11
4958,340540,261,347
4959,340560,4,6
4960,340570,10,6
4961,340580,274,37
4962,340600,22,4
4963,340630,40,116
4964,340650,85,80
4965,340680,9,2
4966,340700,11,1
4967,340720,25,3
4968,340730,814,151
4969,340750,17,17
4970,340770,240,68
4971,340800,219,35
4972,340810,414,296
4973,340830,380,84
4974,340840,9,4
4975,340860,92,31
4976,340880,21,4
4977,340920,4,8
4978,340950,22,12
4979,340960,41,10
4980,340990,25,9
4981,341000,3211,362
4982,341010,0,3
4983,341020,176,75
4984,341030,125,77
4985,341040,62,15
4986,341060,86,97
4987,341070,35,61
4988,341080,14,7
4989,341090,203,27
4990,341120,234,26
4991,341150,199,28
4992,341160,29,63
4993,341190,170,15
4994,341260,11,13
4995,341270,14,10
4996,341290,13,2
4997,341310,1145,413
4998,341360,9,7
4999,341380,8,25
5000,341390,102,45
5001,341440,39,47
5002,341460,2,1
5003,341470,60,24
5004,341490,4,1
5005,341500,1090,418
5006,341510,36,11
5007,341530,77,19
5008,341540,123,133
5009,341550,400,45
5010,341570,20,5
5011,341640,8,9
5012,341660,36,40
5013,341680,52,8
5014,341690,41,16
5015,341700,47,24
5016,341710,200,69
5017,341720,911,393
5018,341730,291,52
5019,341750,10,7
5020,341760,17,1
5021,341770,4,6
5022,341780,31,19
5023,341800,5745,115
5024,341820,63,9
5025,341860,120,91
5026,341870,325,110
5027,341890,48,47
5028,341910,30,5
5029,341930,34,37
5030,341940,5473,1560
5031,341950,175,55
5032,341960,22,5
5033,341980,443,349
5034,342020,85,61
5035,342090,20,37
5036,342100,31,5
5037,342130,20,10
5038,342150,328,254
5039,342180,3164,550
5040,342190,127,28
5041,342200,4262,1418
5042,342230,70,87
5043,342240,12,10
5044,342250,1,0
5045,342260,241,82
5046,342280,121,19
5047,342300,736,63
5048,342310,541,244
5049,342350,138,35
5050,342360,59,27
5051,342380,1759,307
5052,342450,41,42
5053,342480,820,354
5054,342490,144,29
5055,342500,13,22
5056,342510,40,21
5057,342520,19,58
5058,342530,64,9
5059,342540,3,8
5060,342550,117,82
5061,342560,2066,111
5062,342570,191,303
5063,342580,2391,156
5064,342610,206,14
5065,342620,361,71
5066,342630,114,22
5067,342640,614,232
5068,342650,31,12
5069,342660,2,1
5070,342740,33,25
5071,342860,56,27
5072,342870,24,38
5073,342890,37,33
5074,342910,17,12
5075,342920,36,2
5076,342940,594,107
5077,342970,155,84
5078,342980,1038,264
5079,342990,34,67
5080,343000,25,28
5081,343020,9,2
5082,343070,114,93
5083,343090,231,38
5084,343100,869,236
5085,343120,39,19
5086,343140,7,8
5087,343150,21,26
5088,343170,26,22
5089,343180,64,123
5090,343250,4,1
5091,343270,306,222
5092,343280,120,69
5093,343320,12,5
5094,343340,38,63
5095,343360,1344,622
5096,343370,92,5
5097,343390,99,43
5098,343410,7,1
5099,343430,17,4
5100,343440,625,101
5101,343560,384,52
5102,343570,22,2
5103,343630,209,244
5104,343690,13,17
5105,343710,2593,1188
5106,343730,291,53
5107,343740,307,81
5108,343750,272,304
5109,343770,4,8
5110,343780,1873,186
5111,343800,26,13
5112,343810,37,3
5113,343820,33,7
5114,343830,13,4
5115,343840,100,9
5116,343860,2051,352
5117,343930,144,59
5118,343990,15,26
5119,344030,27,23
5120,344040,1171,2461
5121,344100,11,5
5122,344130,236,115
5123,344160,12,24
5124,344180,33,18
5125,344190,182,78
5126,344220,8,8
5127,344230,177,52
5128,344240,374,206
5129,344260,20,5
5130,344270,13,3
5131,344300,171,92
5132,344340,103,23
5133,344410,183,87
5134,344440,193,29
5135,344480,214,3
5136,344500,106,63
5137,344630,170,19
5138,344740,621,112
5139,344760,8076,5997
5140,344770,1886,42
5141,344800,83,34
5142,344810,81,27
5143,344820,69,117
5144,344840,102,131
5145,344850,1033,336
5146,344860,205,16
5147,344880,51,26
5148,344890,26,23
5149,344900,29,41
5150,344910,371,225
5151,344960,8,2
5152,345010,217,93
5153,345020,13,5
5154,345030,10,13
5155,345060,147,33
5156,345080,104,37
5157,345090,365,88
5158,345120,372,53
5159,345130,75,50
5160,345140,68,48
5161,345180,4194,577
5162,345200,292,31
5163,345220,474,276
5164,345230,52,19
5165,345240,204,55
5166,345260,437,216
5167,345280,44,44
5168,345290,4,4
5169,345300,4,1
5170,345310,7,3
5171,345330,170,50
5172,345340,16,4
5173,345350,2135,527
5174,345370,340,65
5175,345390,1735,219
5176,345430,279,34
5177,345440,59,83
5178,345460,270,42
5179,345480,58,20
5180,345540,101,27
5181,345580,103,149
5182,345610,692,37
5183,345620,75,11
5184,345630,39,2
5185,345640,50,35
5186,345650,1778,231
5187,345660,1053,361
5188,345690,3,3
5189,345700,91,47
5190,345710,17,53
5191,345750,55,65
5192,345790,9,10
5193,345820,1477,99
5194,345860,199,36
5195,345920,87,241
5196,345990,31,10
5197,346010,25880,1364
5198,346040,56,106
5199,346060,24,4
5200,346080,26,33
5201,346090,47,8
5202,346110,145035,66603
5203,346120,3613,617
5204,346130,4,0
5205,346140,72,42
5206,346150,7,13
5207,346160,13,11
5208,346180,572,154
5209,346200,26,22
5210,346210,86,25
5211,346220,81,70
5212,346240,35,21
5213,346250,2788,315
5214,346300,5,8
5215,346320,30,55
5216,346330,2334,1061
5217,346340,24,6
5218,346370,121,384
5219,346390,0,0
5220,346420,196,69
5221,346430,2,4
5222,346440,21,9
5223,346450,60,28
5224,346460,151,38
5225,346470,317,30
5226,346490,4,7
5227,346500,50,17
5228,346510,32,3
5229,346550,30,31
5230,346560,1409,84
5231,346610,54,68
5232,346630,284,85
5233,346650,11,16
5234,346670,8,17
5235,346730,829,106
5236,346750,155,40
5237,346760,0,2
5238,346770,50,4
5239,346780,51,4
5240,346800,26,46
5241,346810,453,86
5242,346830,160,96
5243,346850,315,34
5244,346900,35093,4214
5245,346920,18,42
5246,346930,29,17
5247,346940,2235,380
5248,346950,103,62
5249,346970,263,38
5250,347000,87,44
5251,347030,116,145
5252,347040,46,11
5253,347050,0,2
5254,347060,38,34
5255,347080,10,0
5256,347160,597,88
5257,347170,102,88
5258,347230,15,13
5259,347240,4,2
5260,347250,37,4
5261,347260,10,4
5262,347270,14,8
5263,347280,27,11
5264,347290,465,210
5265,347330,12,2
5266,347400,105,24
5267,347430,1467,279
5268,347440,118,51
5269,347470,53,3
5270,347480,5,9
5271,347510,244,32
5272,347520,45,6
5273,347560,678,330
5274,347580,6,19
5275,347590,101,7
5276,347600,273,86
5277,347610,144,10
5278,347620,4592,215
5279,347630,38,18
5280,347660,37,5
5281,347670,394,74
5282,347690,35,17
5283,347710,125,31
5284,347720,261,23
5285,347730,38,4
5286,347790,32,7
5287,347820,34,28
5288,347830,1997,208
5289,347930,7,14
5290,347940,206,110
5291,347950,35,26
5292,348000,2,8
5293,348020,2087,997
5294,348030,182,136
5295,348160,41,4
5296,348180,35,21
5297,348200,249,41
5298,348240,190,32
5299,348250,1788,71
5300,348270,57,51
5301,348280,19,7
5302,348290,87,109
5303,348300,56,7
5304,348340,91,39
5305,348360,491,154
5306,348380,45,107
5307,348400,52,33
5308,348430,65,1
5309,348440,84,4
5310,348450,66,73
5311,348460,262,297
5312,348470,757,215
5313,348490,129,32
5314,348510,173,322
5315,348530,16,18
5316,348540,182,79
5317,348550,658,65
5318,348570,1,0
5319,348620,1083,75
5320,348650,19,50
5321,348670,875,637
5322,348700,72,45
5323,348710,1588,152
5324,348730,52,73
5325,348740,12,2
5326,348790,101,88
5327,348800,16,1
5328,348810,9,10
5329,348820,210,21
5330,348840,15,1
5331,348860,59,28
5332,348870,69,40
5333,348910,11,1
5334,348950,274,50
5335,348960,45,24
5336,348980,3,13
5337,349020,27,13
5338,349040,17336,3456
5339,349060,9,11
5340,349100,48,0
5341,349140,110,47
5342,349150,13,1
5343,349190,24,9
5344,349220,489,49
5345,349240,9,4
5346,349250,147,2
5347,349260,50,25
5348,349280,14,6
5349,349300,75,11
5350,349320,281,40
5351,349440,60,84
5352,349450,43,24
5353,349460,15,9
5354,349500,451,144
5355,349510,74,16
5356,349530,19,9
5357,349540,19,28
5358,349550,45,26
5359,349580,376,497
5360,349650,27,32
5361,349670,15,22
5362,349680,213,11
5363,349690,38,2
5364,349700,5668,6073
5365,349710,0,1
5366,349720,751,410
5367,349730,0,0
5368,349760,95,1
5369,349780,6,3
5370,349790,127,38
5371,349840,22,17
5372,349950,19,42
5373,349980,1,1
5374,350000,4,3
5375,350010,241,299
5376,350020,135,80
5377,350070,518,53
5378,350080,6627,862
5379,350090,19,18
5380,350110,200,230
5381,350150,99,33
5382,350200,16,44
5383,350210,37,7
5384,350220,86,211
5385,350310,177,118
5386,350330,3,6
5387,350380,11,33
5388,350480,32,7
5389,350490,11,22
5390,350500,77,80
5391,350530,57,90
5392,350540,9,88
5393,350550,17,0
5394,350600,123,63
5395,350610,33,4
5396,350620,49,9
5397,350630,62,19
5398,350640,2299,812
5399,350700,145,98
5400,350710,12,6
5401,350740,939,92
5402,350770,84,42
5403,350780,123,30
5404,350800,32,11
5405,350810,601,194
5406,350880,19,8
5407,350910,309,17
5408,350970,267,61
5409,350990,117,202
5410,351030,895,372
5411,351050,40,18
5412,351060,22,42
5413,351080,40,29
5414,351090,377,23
5415,351100,725,191
5416,351140,207,176
5417,351150,370,163
5418,351170,16,1
5419,351220,5,3
5420,351230,116,14
5421,351240,44,9
5422,351250,166,26
5423,351290,3931,3694
5424,351300,68,56
5425,351320,18,2
5426,351330,24,4
5427,351340,424,149
5428,351400,41,36
5429,351410,42,2
5430,351420,20,21
5431,351450,65,39
5432,351470,420,143
5433,351480,278,21
5434,351490,909,213
5435,351510,359,45
5436,351630,102,104
5437,351640,10106,227
5438,351690,6,0
5439,351700,544,25
5440,351710,2323,198
5441,351720,34,10
5442,351730,79,47
5443,351790,296,115
5444,351800,1389,353
5445,351810,11,2
5446,351820,34,14
5447,351860,231,47
5448,351870,144,42
5449,351900,215,149
5450,351910,447,407
5451,351920,3158,130
5452,351940,2071,305
5453,351970,5300,972
5454,351990,1281,236
5455,352010,209,101
5456,352030,28,7
5457,352050,14,5
5458,352070,158,12
5459,352120,25,10
5460,352130,63,12
5461,352140,88,29
5462,352160,152,119
5463,352170,19,30
5464,352190,36,24
5465,352210,15,3
5466,352220,214,57
5467,352240,85,52
5468,352280,7,10
5469,352290,15,5
5470,352310,1,0
5471,352360,42,25
5472,352370,39,12
5473,352380,2,0
5474,352400,2558,431
5475,352430,114,64
5476,352440,14,3
5477,352460,3057,1601
5478,352520,4700,320
5479,352530,2,3
5480,352550,772,1439
5481,352580,48,18
5482,352610,107,12
5483,352620,81,16
5484,352640,16,2
5485,352700,389,54
5486,352720,1539,505
5487,352740,14,6
5488,352750,4,10
5489,352760,22,6
5490,352780,198,29
5491,352790,13,5
5492,352810,20,4
5493,352850,16,18
5494,352890,279,100
5495,352900,24,22
5496,352950,252,595
5497,352960,72,53
5498,353070,60,64
5499,353080,4,0
5500,353090,435,16
5501,353110,64,34
5502,353130,1095,560
5503,353190,182,113
5504,353260,1,0
5505,353270,2590,120
5506,353280,58,3
5507,353300,7,8
5508,353330,815,41
5509,353340,19,6
5510,353360,2248,404
5511,353540,557,28
5512,353550,399,186
5513,353560,3065,588
5514,353580,122,19
5515,353600,3,9
5516,353610,33,38
5517,353630,78,70
5518,353640,1617,204
5519,353700,912,122
5520,353790,9,3
5521,353890,56,16
5522,353940,45,24
5523,353980,47,9
5524,353990,36,21
5525,354030,30,14
5526,354040,25,2
5527,354050,13,10
5528,354140,4917,678
5529,354160,239,215
5530,354180,41,24
5531,354200,748,476
5532,354230,24,9
5533,354240,2493,393
5534,354280,16,2
5535,354290,674,243
5536,354310,43,0
5537,354380,1547,570
5538,354400,233,9
5539,354430,131,48
5540,354560,48,73
5541,354600,22,2
5542,354620,103,22
5543,354640,332,586
5544,354650,527,97
5545,354680,316,46
5546,354690,3,5
5547,354720,13,9
5548,354730,17,17
5549,354740,87,7
5550,354770,20,3
5551,354810,2,5
5552,354820,1,17
5553,354860,303,95
5554,354920,43,31
5555,354930,11,6
5556,354950,45,15
5557,354960,37,25
5558,354970,50,31
5559,355000,233,58
5560,355010,54,20
5561,355020,14,11
5562,355050,1022,99
5563,355060,272,269
5564,355070,99,119
5565,355080,7,11
5566,355090,5,1
5567,355100,30,25
5568,355120,6,28
5569,355130,323,115
5570,355140,11,5
5571,355150,783,502
5572,355170,65,0
5573,355180,11470,2426
5574,355190,18,12
5575,355230,15,3
5576,355240,174,45
5577,355250,204,72
5578,355270,181,38
5579,355280,40,9
5580,355310,29,14
5581,355330,40,49
5582,355350,65,17
5583,355370,29,3
5584,355380,1,3
5585,355400,145,48
5586,355410,120,26
5587,355420,78,7
5588,355430,35,63
5589,355460,15,21
5590,355490,20,7
5591,355500,30,12
5592,355510,16,22
5593,355520,238,79
5594,355530,262,50
5595,355560,47,15
5596,355570,23,1
5597,355630,196,18
5598,355650,13,9
5599,355670,1,0
5600,355690,15,3
5601,355760,243,208
5602,355790,1532,388
5603,355800,478,269
5604,355810,29,16
5605,355820,20,0
5606,355840,9985,9441
5607,355860,243,79
5608,355910,18,3
5609,355920,211,27
5610,355970,339,112
5611,355980,990,37
5612,356000,83,22
5613,356040,2998,818
5614,356050,683,314
5615,356070,926,122
5616,356090,25,1
5617,356100,43,5
5618,356110,12,1
5619,356130,349,343
5620,356160,28,62
5621,356170,13,2
5622,356180,65,40
5623,356190,19813,5633
5624,356210,10,6
5625,356250,70,5
5626,356260,166,26
5627,356270,76,31
5628,356280,23,16
5629,356290,20,10
5630,356310,736,735
5631,356370,367,169
5632,356380,54,30
5633,356390,82,16
5634,356400,1950,166
5635,356420,284,44
5636,356430,195,56
5637,356450,114,46
5638,356460,31,10
5639,356500,1196,196
5640,356510,585,101
5641,356520,939,104
5642,356530,158,18
5643,356540,19,9
5644,356550,17,5
5645,356560,20,5
5646,356570,4700,662
5647,356580,74,32
5648,356650,1057,417
5649,356670,9030,725
5650,356710,3,0
5651,356730,9,8
5652,356770,38,21
5653,356790,68,8
5654,356800,9,11
5655,356870,1,5
5656,356880,138,102
5657,356890,124,41
5658,356910,72,33
5659,356940,24,23
5660,357010,30,9
5661,357030,17,7
5662,357070,1761,199
5663,357120,152,41
5664,357190,1386,201
5665,357200,16,42
5666,357290,326,446
5667,357300,615,47
5668,357310,1229,340
5669,357320,30,20
5670,357330,673,46
5671,357340,551,58
5672,357370,57,31
5673,357480,1127,817
5674,357490,14,1
5675,357500,98,111
5676,357600,264,12
5677,357650,176,64
5678,357670,136,55
5679,357690,24,9
5680,357700,19,3
5681,357720,353,38
5682,357730,8,7
5683,357750,21,3
5684,357770,304,1083
5685,357780,743,179
5686,357830,27,14
5687,357840,32,17
5688,357890,59,7
5689,357900,544,653
5690,357910,7,16
5691,357920,14,21
5692,357930,34,21
5693,357940,75,22
5694,358000,15,13
5695,358030,27,1
5696,358070,109,12
5697,358080,116,94
5698,358090,1312,305
5699,358130,1716,208
5700,358170,16,16
5701,358180,40,6
5702,358190,33,4
5703,358200,29,8
5704,358210,27,4
5705,358220,17,5
5706,358230,16,9
5707,358240,15,5
5708,358250,52,9
5709,358260,45,12
5710,358270,118,16
5711,358280,21,17
5712,358290,60,10
5713,358300,13,5
5714,358310,15,7
5715,358320,19,6
5716,358330,10,10
5717,358340,22,13
5718,358350,43,7
5719,358360,71,9
5720,358370,42,3
5721,358380,76,17
5722,358390,55,9
5723,358400,21,5
5724,358410,40,4
5725,358420,7,31
5726,358440,12,8
5727,358460,170,67
5728,358610,15,59
5729,358650,176,34
5730,358700,10,11
5731,358750,546,95
5732,358760,14,3
5733,358770,146,18
5734,358810,92,16
5735,358830,184,33
5736,358840,23,33
5737,358960,175,29
5738,359040,247,30
5739,359050,8258,423
5740,359060,34,47
5741,359070,9,9
5742,359090,25,12
5743,359100,547,116
5744,359140,361,16
5745,359160,8,37
5746,359190,138,78
5747,359220,181,88
5748,359230,571,250
5749,359250,47,20
5750,359260,15,9
5751,359280,48,24
5752,359300,2,6
5753,359310,2887,428
5754,359320,26143,11006
5755,359340,18,3
5756,359350,320,72
5757,359370,25,41
5758,359390,1803,125
5759,359400,258,17
5760,359420,21,1
5761,359440,78,32
5762,359450,14,7
5763,359550,251178,59620
5764,359560,132,39
5765,359580,260,167
5766,359600,277,167
5767,359610,265,137
5768,359620,27,10
5769,359630,29,11
5770,359650,68,5
5771,359670,9,5
5772,359800,1086,781
5773,359810,236,106
5774,359840,224,24
5775,359870,6334,723
5776,359900,387,281
5777,359920,175,39
5778,359940,139,62
5779,359960,142,62
5780,360010,62,10
5781,360030,16,8
5782,360040,14,14
5783,360150,632,509
5784,360170,5823,2471
5785,360380,575,292
5786,360390,51,38
5787,360400,1,2
5788,360430,13366,13650
5789,360450,138,32
